Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-270_5735.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-271_5736.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-23-2024_Slot1-272_5737.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-235_5745.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-236_5746.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-237_5747.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-238_5748.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-239_5749.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-273_5738.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-274_5739.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-275_5740.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-276_5741.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-277_5742.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-278_5743.d	D:\LucyC\20240419_huh7_sample_prep\Lucy_huh7_C_SC_058_4-24-2024_Slot1-279_5744.d
P14923	P14923	PLAK_HUMAN	JUP	Junction plakoglobin	3045.93	3655.18	3705.73	4326.12	14355.4	9086.02	6348.13		3604.4	6254.88	3699.67	3049.07	3983.55	7361.73	6544.58
P14927	P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	2299.7	1130.04	2756.77	3374.19	4318.2	2092.69			2351.27		3376.14	1468.42	643.633		
P15151	P15151	PVR_HUMAN	PVR	Poliovirus receptor	966.417	719.745	1335.04	1010.37	804.453	137.917					854.187	836.206	849.577		
P15170	P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	4341.49	4759.22	2533.55	892.259		2031.82			3117.56			3531.61	3869.94		
P15311	P26038;P15311;P35241	EZRI_HUMAN	EZR	Ezrin	14403.7	17660.5	14529	3868.62	1247.84	14083.9	2884.11		12836.4	2290.46	2206.83	20469.4	8142.61	5600.23	3060.68
P15374	P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	496.41	2548.29	1227.99			2125.49			1736.79			1709.84	1442.23		
P15428	P15428	PGDH_HUMAN	HPGD	15-hydroxyprostaglandin dehydrogenase [NAD(+)]		1586.37	441.594			1150.43						2110.66			
P15531	O60361;P22392;P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	36744.5	34904.1	26597.3	4996.74	3923.42	25076.7	7405.35		22784.7	9328.33	5504.64	27485.4	33219.2	7808.81	6173.02
P15559	P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	1589.06	864.208	1759.43	602.644		1048.51			1205.93			1349.88	911.168		
P15586	P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	1431.49			2928.54	609.89	847.958			807.302		1278.55	1383.48	1671.79	724.196	
P15880	P15880	RS2_HUMAN	RPS2	40S ribosomal protein S2	14674.9	20675.6	12223.2	4808.5	1064.24	13326.2			12773.1	1312.43	1571.31	14476.9	17524	9043.48	1998.91
P15924	P15924	DESP_HUMAN	DSP	Desmoplakin	6710.67	7922.91	8614.68	11485.1	11963.3	11236.8	13128		8614.17	14854.5	9746.8	6895.99	5939.27	16120.4	14014.3
P15954	P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	1447.36	1187.67	3247.53	2785.03	2861.98	1394.51			1050.9		3754.14	1452.85	859.185		
P16104	P16104	H2AX_HUMAN	H2AX	Histone H2AX	429382	436815	378102	841639	517711	421809	88484.2		546957	114965	706718	452438	390637	105707	77757.6
P16152	P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	1188.72	1497.7	1228.9	1685.1		1704.78			1219.2			1106.66	1603.7		
P16220	P18846;P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	3266.61	1766.46	986.769			1344.61			2115.45			1150.81	672.614		
P16278	P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	945.129		583.289	1530.06	608.246	528.629			757.179	2429.22	1438.21	960.582	1922.68		
P16401	P16401	H15_HUMAN	H1-5	Histone H1.5	30315.1	27968.1	33134.4	22649.9	40343.5	28403.1			45360.4		56547	36776.4	21825.2		
P16403	P16402;P10412;P16403	H12_HUMAN	H1-2	Histone H1.2	43996.2	40528.5	34179.8	18659.5	38178.3	26314.4			56049.4	1376.58	67072.3	42322.9	30981.8	2549.29	942.982
P16435	P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	1628.08	3654.97	1185.39	1261.01	904.545	1277.23			926.684		979.889	1271.55	2760.65		
P16615	O14983;P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	3868.25	4197.53	4755.62	8605.16	4537.46	4249.57			4111.55	2876.15	6114.74	6310.19	4052.22	3441.65	
P16949	P16949	STMN1_HUMAN	STMN1	Stathmin	10703.5	3991.56	14091.3		1790.61	11395.2	2112.89		8874.45		1152.56	6943.76	6145.13	2202.05	
P16989	P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	2715.93	3111.14	1249.98			2154.58			2000.53			3582.77	1391.96		
P17096	P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	16247.1	10318.3	8399.08	9212.87	3988.96	7511.06			6909.24		3677.8	10574.7	8950.31	798.854	
P17152	P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial			1251.98			954.167							1098.45		
P17174	P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	1049.76	976.499	1048.83	621.268		1026.16	939.924		986.203		325.592	723.348	604.293	1360.62	
P17480	P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1		1573.89	863.932	1974.67	808.968	848.669			1448.13		761.423	949.292	758.864		
P17612	P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	1539.21	1795.35	2251.81	1612.54		2268.79			1820.22			1962.14	2518.97		
P17812	Q9NRF8;P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	3414.41	2894.56	3692.91	1488.26		2937.04			2371.35			2026.29	2756.94		
P17844	P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	6059.78	6990.43	7305.08	1848.71	940.424	9570.41			8222.03	830.175	849.985	5065.89	4616.43	6628.88	
P17858	P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	1229.4	1039.9	811.816						1146.13			955.351	1710.27		
P17931	P17931	LEG3_HUMAN	LGALS3	Galectin-3	375.893	1226.61	1457.62	1730.79	396.611	629.051	2100.95		989.169	3098.68	798.807	1000.11	562.613	4154.15	2992.36
P17980	P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	3721.36	2746.93	3616.15	996.604	444.219	2995.28	896.706		2612.27			4254.95	3199.2	2518.82	783.445
P17987	P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	9646.14	9269.49	8514.1	2824.45	885.994	9913.77	2549.95		9124.45	1951.86	739.825	8440.77	8654.77	3244.66	1389.96
P18031	P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	1130.54	1043.55	1049.99	847.394	1011.42	1139.62			921.952		1112.59	932.283	1207.45		
P18077	P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	9133.85	8808.27	7366.98	3436.33	2718.9	7805.74			9202.31	1224.09	2409.97	9571.87	13889.6	6872.7	
P18085	P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	5199.92	6546.61	7257.86	2366.11		4903.31			5576.54			6947.93	4937.47		
P18124	P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	13789.3	14669.6	11638.5	5223.01	2742.79	10280.3	4976.59		12434.3	4981.27	2736.65	12301	17265.5	11617.9	
P18206	P18206	VINC_HUMAN	VCL	Vinculin	2708.42	2228.2	1978.71	1894.9	827.992	1888.24	1379.4		1984.64	2492.04	709.222	1604.64	1799.88	1392.4	1236.26
P18564	P18564	ITB6_HUMAN	ITGB6	Integrin beta-6	1600.04	1315.07	1332.04	1596.86	850.464						1961.43	1472.56	752.683		
P18583	P18583	SON_HUMAN	SON	Protein SON	1176.59	1328.64	1395.55		2108.79	1654.97			1659.94		1654.23	1579	1559.93		
P18621	P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	6924.26	6356.25	4145.95	2325.97	701.324	4546.22	1643.3		5175.33			5764.99	7585.42	3075.46	
P18669	P18669;P15259	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	5766.8	6821.48	6629.82	1802.19	550.466	6765.69	1802.46		5622.87	1811.89	762.544	6929.53	5543.33	1354.17	1346.91
P18754	P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	4117.89	6749.39	4334.94	2314.52	5173.77	5498.61			5767.44		3237.1	3854.91	4572.22		
P18859	P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	592.742	799.539									1397.45	447.485	406.407		
P18887	P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1			1007.61	1240.05		1056.52	6655.99		1733.97	4607.64		850.407	1111.74		2860.37
P19012	Q99456;P19012;CONT|P19012|K1C15_HUMAN;CONT|Q99456|K1C12_HUMAN	K1C15_HUMAN	KRT15	Keratin, type I cytoskeletal 15	557.898	811.407	5653.41	3741.74	3134.47	4334.47			2483.57		8895.84	3007.97	778.115		
P19013	P19013;CONT|P19013|K2C4_HUMAN	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4	1127.93			756.247	676.381	794.5	731.718		1055.35	2284.02	2085.64	942.422	833.326	2449.78	2450.1
P19022	P19022	CADH2_HUMAN	CDH2	Cadherin-2	429.583	866.347	897.217		1135.43	1693.54					927.244	448.955	829.321		
P19075	P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8		1436.33	934.596	1228.19		625.811	1553.5		2034.83	2006.31	2852.84	767.8	450.924	1562.25	2155.73
P19338	P19338	NUCL_HUMAN	NCL	Nucleolin	38945.1	41805.2	38484.1	8243.97	28464	40682.9	3517.52		42993.6	4956.01	5538.77	36712.4	45398.3	14946.3	3122.45
P19388	P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1470.55	2001.55	1814.21		2040.34	2796.8			2131.5		1183.95	1507.34	2095.71		
P19525	P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	248.702	223.587							433.998				440.442	960.652	
P19623	P19623	SPEE_HUMAN	SRM	Spermidine synthase	3817.56	6088.82	1756.51		293.835	6678.01			6461.38			2908.19	2729.28		1555.14
P19784	P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	947.97	1675.45	1345.55		614.344	836.676			1444.32			1227.53	1157.4		
P19971	P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	1236.31	851.347	931.435	1084.51	590.33	661.769	1823.73		676.928	2476.68	1156.11	648.701	516.796	1884.51	1367.53
P20020	P20020;Q01814;Q16720;P23634	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1996.59	2175.38	3242.88	2064.96	1735.24	1202.16			1929.03		2805.58	1433.33	1934.07	1053.58	
P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	3235.64	3291.23	2879.23			2534.09			2611.78			3238.32	3725.52	5142.99	
P20073	P20073	ANXA7_HUMAN	ANXA7	Annexin A7	1103.16	1574.31	1394.87	1334.47		1646.93	1121.87		1488.91	1730.02		1636.74	1620.72	1378.11	
P20290	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	1703.11	1707.58	1328.17			1052.34			1648.66			1164.83	1212.98		
P20338	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	859.859		552.358	1482.36	1035.76	964.049			1533.32		688.067	1466.15	1084.39		
P20339	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	1623.23	2137.12	1655.22	751.93	1829.59	1912.55			1235.35		834.159	2722.11	1779.51		
P20340	P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	3083.12	4478.36	5752.07	4836.36	4118.06	4140.69			2460.84	2015.15	6133.15	3695.88	4488.91	2106.98	
P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	6620.59	6460.77	5110.99	1719.29	1712.44	8388.55	2117.98		6892.07	2514.37	1305.22	8534.42	6541.78	3502.89	1918.69
P20674	P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	11269.2	5197.82	14744	10832.5	14955.9	6221.05			13323.7		18777.4	6867.81	2711.66	2471.77	
P20700	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	6254.81	3087.29	8900.27	6060.43	9747.09	7203.67			7827.11		9563.91	3413.41	9348.54		
P20810	P20810	ICAL_HUMAN	CAST	Calpastatin						1090.06						1076.62	1105.05		
P20930	P20930;CONT|P20930|FILA_HUMAN	FILA_HUMAN	FLG	Filaggrin	3652.71	4293.45	3536.66	6467.01	4015.8	4409.21	8944.89		5458.05	9502.43	5901.46	2660.22	2904.66	11936.2	8506.41
P20962	P20962	PTMS_HUMAN	PTMS	Parathymosin	12587.9	17105.8	9473.46	1931.55	409.594	8167.09	1589.71		12577.5	2211.33	1243.22	14037.5	8622.31	3046.74	2396.88
P21281	P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	3222.55	2074.14	3077.57	2640.44	1829.08	3645.73			2323.98	1254.04	1095.24	3796.36	3177.32	3922.46	
P21333	P21333	FLNA_HUMAN	FLNA	Filamin-A	4441	2378.4	4281.63	1704.22	713.157	1133.33	2554.38		2247.5	2671.62	1382.58	2739.98	944.347	2569.98	2832.95
P21796	P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	10970.5	6080.12	13834.7	17061.3	19096.8	10341.2	2578.92		11015.1	3489.47	16831.3	5585.9	8582.34	4125.99	
P21980	P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2		863.686											1101.16		
P22059	P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	2275.48	2503.14	2265.69	1525.97		2786.31			1730.14			2749.21	2938.88		
P22061	P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase			1293.32	2017.18		810.613			2201.03			1038.6			
P22087	P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	4993.12	7373.06	4576.81	5623.96	7436.57	5293.5			8132.45		7587.9	4418.72	5326.59		
P22102	P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	4326.35	4106.33	3585.79	2405.32		3806.89			4460.94			3972.31	4661.95		
P22234	P22234	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	5939.75	6512.23	4678.23	2337.74	644.832	4636.96			4660.44	1435.89		4293.56	5728.09	2012.76	1390.56
P22307	P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	2877.37	3885.04	4037.62	6792.08	3893.87	3218.02	2012.1		2674.15		6078.69	2973.7	2461.69		
P22314	P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	4078.17	3988.69	3799.66	1437.79	1177.95	4222.02	2162.46		4329.7	1371.83		4317.51	4471.74	1149	338.848
P22626	P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	40446.1	38575.2	54187.6	6174.57	46211.6	50947.6	2321.56		62156.3	3325.49	45966.4	43767.8	44392.7	10563.3	2266.51
P22695	P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	2212.78	1924.37	3650.62	4208.91	4527.91	1842.15			2563.06		4272.32	1747.15	1013.63	796.42	
P22735	P22735	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K	2534.74		395.069	450.345	3277.16	2596.92						908.548	638.791	1465.25	
P22760	P22760	AAAD_HUMAN	AADAC	Arylacetamide deacetylase	740.448	1565.68	1731.38	6218.28	2604.97	1561.9			4003.93	1226.89	3984.51	1901.19	597.997		
P22830	P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	938.091	492.865		1998.14	1225.77	394.621					1325.52	720.374			
P23193	P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	2801.74	1997.07	1454.22			1967.44			3080.89			2358.55	2534.06		
P23246	P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	23663.1	19978.6	23516.5	7198.91	18031.6	26302.9			26479.4		14069.1	18445.8	21172.9	6921.54	
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	3521.83	4798.83	2113.38	3460.49	2239.99	4192.04	2170.18		4981.12	5747.81	2118.35	2332.64	2995.43	3967.15	1249.13
P23368	P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	964.219	1071.77	697.789	1739.11	1742.72	996.901			1058.81		1993.98	1034.67	799.47		
P23378	P23378	GCSP_HUMAN	GLDC	Glycine dehydrogenase (decarboxylating), mitochondrial	946.279	1231.29	1636.6	1515.48	2116.76	930.879			951.574		1168.98	1119.15	746.548		
P23381	P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	2366.82	2743.92	1846.69			945.179			1938.58			1271.38	4351.12		
P23396	P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	17784.5	24797.2	15943.1	7429.28	1448.43	16821.4	1587.64		15834.5	2486.88	2518.64	18729.4	21829.7	10787.1	
P23526	P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	15798.8	12854.4	12027.6	2649.01	2415.11	15087.4	4148.05		14360.4	5348.13	2329.94	14149.8	19492	5544.71	3570.41
P23528	P23528;Q9Y281	COF1_HUMAN	CFL1	Cofilin-1	15100.8	22382.2	19793.2	3547.01	1433.57	20126.4	4264.83		18593.6	3365.08	2416.99	19690.9	18308.1	5228.98	2525.9
P23588	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	4580.73	7213.17	4576.88			5597.77			4144.78			6935.26	5696.77		
P23919	P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	3127.76	2592.86	3229.16	1448.27	1003.15	3824			2312.87			3019.94	2282.23		
P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit		1323.5	993.626			1658.52			1633.69			1044.73	1021.58		
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	19491.9	32533.7	17124	4097.6	1697.38	31254.3	5811.63		13704.3	5339.39	1668.45	28587.9	23073	6959.52	2925.27
P24539	P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	2767.39	3105.29	3018.25	3596.88	4741.26	3107.71			2298.68		4452.26	2041.27	1351.24		
P24666	P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	4680.46	5761.93	4938	1354.35	873.033	6709.16	2083.5		4818.94		1236.84	3403.45	4905.15	3101.97	1302.83
P24752	P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	2526.53	3650.23	3014.5	5923.11	7093.06	6780.55			3871	3707.24	6089.26	3676.27	2245.95		
P24928	P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	11363.7	7184	5779.45		3592.65	7774.27			10031.1			10078.8	10173.1	6056.6	
P24941	P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2		1215.53				1280.63			372.431				1166.45		
P25205	P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	3615.11	4189.67	3646.61			4237.66			5552.48			2773.36	5454.69	2686.78	
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	2839.24	2664.03	3536.61	4427.97	2131.32	2454.11	6692.91		3055.48	6162.84	3018.14	1952.45	2132.55	6975.66	5333.58
P25325	P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	1927.35	1745.73	1799.73	1064.42	912.799	1740.37	957.897		1813.38		847.888	2073.72	3533.35		
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	8629.64	13512.8	8148.52			10443			9061.21			11610.7	11285.1	1584.19	
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	1887.14		2203.24			2418.16			2262.81			1666.33	1085.18		
P25705	P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	23854	25086.2	26278.3	39612.1	42506.1	27206.8	4420.69		25494.1	8789.33	46401.2	23486.3	14408.1	7984.59	1971.81
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	9108.34	9000.65	7422.76	936.262	1693.43	9999.93	2509.65		10258.3	3429	2018.62	11364.1	9823.03	3994.89	2090.49
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	5043.89	5048.97	4177.63	1187.18	1059.32	5382.63	2018.58		5105.8	1771.83	769.338	5648.76	4984.62	3214.41	968.976
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	4220.42	3767.18	3328.91	1910.66	1229.85	5648.97	2244.74		4015.94	948.552	978.151	4971.36	3605.85	4178.74	1806.28
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	11109.5	10188.1	8557.56	2839.39	2158.48	12697.4	3892.03		11501.7	5197.74	2030.02	13008.6	10490.6	6192.29	2717.31
P25815	P25815	S100P_HUMAN	S100P	Protein S100-P	11658	4826.54	17564.4	1642.81	2162.46	6561.73	3419.91		8274.88	4425.65	899.332	12201.7	22178	4480.17	2327.28
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	1134.77	2211.01	1592.31	1517.52	505.627	2327.26			1466.58			2099.91	1552.47	2336.93	
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	12274.8	15109.7	11325.3	4246.65	2612.36	10274.2			12546.3		3825.68	12526.8	18621.3	9430	
P26440	P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	509.198		1409.29	1042.45	810.594	1177.7					1457.98		468.33		
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	8911.24	9090.25	14697.6	1575.69		16910.3			12197.9	1674.03		12205	10205.7	3232.2	
P26599	P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	7867.09	10546	8830.52	2537.48	8565.79	12369.5			13021.3		5187.4	9755.25	11197.4	3825.46	
P26639	P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	4306.13	3356.23	3766.98			3712.03			2589.75		1374.16	2641.84	4742.94	2222.35	
P26640	P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	3654.95	2400.14	2376.49	1205.3		1915.31			4259.31		1391.77	3215.8	3230.64		
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	15105.3	27272.2	14804.6	19644.3	1162.58	22015.9	6249.75		16001.4	2120.51	2137.52	19948.9	17395.8	6483.87	4220.92
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1884.86	2291.62	3057.1	1954.41	1261.74	3700.09			3679.52	3068.52	763.483	1843.83	2048.88	5084.04	
P27105	P27105	STOM_HUMAN	STOM	Stomatin	7567.1	5240.73	4006.09	9729.51	6141.28	6439.75			2715.94		6074.77	12139.1	4700.8		
P27144	P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	2397.66	2944.14	3933.06	3574.09	3898.87	1696.96			1486.97		2838.13	2386.99	1555.73		
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	3487.19	3001.15	2690.34		1290.73	4189.6			2625.43		548.88	4384.59	2793.73		
P27482	P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	4088.08	4290.44	5582.34	6966.09	4002.91	4217.17	8955.34		4639.96	12269.7	3550.64	3599.04	3373.61	10416	13075.7
P27635	Q96L21;P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	7821.63	8268.41	5877.13	2523.99	1629.33	5033.47			6292.62		1790.44	7809.86	11273.6	8014.83	
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	2288.34	2337.11	2294.01	3523.11	1913.87	2874.68			2247.28				2473.33		
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	3454.75	5153.06	2299.41			4608.72			5775.78			4562.41	5829.81	3496.16	
P27708	P27708	PYR1_HUMAN	CAD	CAD protein	528.789	513.314							996.24			721.154	993.187		
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	10303.3	11185.6	11096.8	11353.8	6739.95	14220.5	4860.34		9547.99	5890.76	3068.41	13704.5	9056.87	12064.7	1524.47
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	6403.96	5564.86	4896.01	1413.82		4394.14			4651.04			4781	6203.7	2890.04	
P27824	P27824	CALX_HUMAN	CANX	Calnexin	12887.9	8282.6	11547.6	17878.9	14331.3	10891.9			10233	5751.43	16922.9	13608.5	12331.4	7150.63	
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	7275.18	7244.23	7416.82	1820.85	1145.57	8713.85	3043.52		7908.3	3818.05	1162.62	9239.11	8267.62	3157.78	2471.85
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	4927.9	3416.06	2961.27	1180.56	1298.72	5149.16	1318.34		3846.48		1057.49	4004.68	4449.5	1914.09	1299
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	13088.2	12327.8	10054.4	3258.01	2316.56	13996.2	2825.77		13025.7	2932.63	1683.78	14393.6	11803.1	5944.21	3210.51
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	6147.75	6256.83	4886.74	1220.83	1468.44	6318.35	1526.16		6096.85	1776.2	1504.45	7858.7	6120.68	2400.74	2249.35
P28288	P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	2210.27	1852.9	2088.89	2569.8	2211.18	2000.03			1240.35		2441.17	1549.17	1799.61		
P28340	P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	5432.9	4354.7	2421.39	1871.37		2211.13			4231.71			2838.04	1893.11		
P28370	P28370;O60264	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1	1465.7	1805.02	1407.69	1079.3	1019.31	1466.97			1475.77		1255.96	1187.36	1245.44		
P28482	P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	1884.91	1472.11	1570.65	1227.24		2239.28			1672.64			2303.76	1884.58		
