Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-209_4256.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-210_4257.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-211_4258.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-213_4260.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-219_4267.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-220_4268.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-11-2024_Slot1-221_4269.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_229El1_SC_DIA_3-12-2024_Slot1-222_4289.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-52_4249.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-53_4250.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-54_4251.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-55_4252.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-10-2024_Slot1-56_4253.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-74_4264.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-75_4265.d	D:\LucyC\20240310_primary_male_astrocytes_w_229E_SC_SCP_DIA\pri_astro_m_w229E_30minLC_p87MS\Lucy_pri_m_astro_p5_control1_SC_DIA_3-11-2024_Slot1-76_4266.d
O96005	O96005	CLPT1_HUMAN	CLPTM1	Cleft lip and palate transmembrane protein 1			17323.5	11103.2	10319.6		18277.2					8821.41				
O96008	O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	13812.8	27031.6	31424.8	17275.4	21223.4	17443.8	32253.1	23549.4	18207.3	19711.5	16568.9	27370.5	38461.7	10401.1	23771.1	10933.3
O96011	O96011	PX11B_HUMAN	PEX11B	Peroxisomal membrane protein 11B		9914.6	12911.9	6663.13					11154.4			17727.9				
O96013	O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4				2540.96		21344.2		9532.97		10839.2						
O96019	O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	10578.8	15268.1		12678.2	24323.4	15863.8	16514.5	9260.5		12871.2				12414.1	19189.8	25217
O96028	O96028	NSD2_HUMAN	NSD2	Histone-lysine N-methyltransferase NSD2															9936.24	
O96033	O96033	MOC2A_HUMAN	MOCS2	Molybdopterin synthase sulfur carrier subunit										6475.96				5518.18		
P00167	P00167	CYB5_HUMAN	CYB5A	Cytochrome b5			14297.8	10063.9												
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	502707	157017	195503	434541	621201	548081	495073	432025	471258	503338	657463	116947	588291	514251	434005	557354
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	9146.2							9956.84								
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	"Glutamate dehydrogenase 1, mitochondrial"	38532	112015	61181.4	92295.2	41025.2	35363.9	42480.8	48327.1	59546.7	75252.9	89623.5	84406.3	45748.1	72372.4	38742	50480.2
P00374	P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase					9128.67	12630.1								23057.9	25128.9	14524.2
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	30023	61037.8	84907.4	62577.4	20483.4	30517.7	14220.6	26841.8	40149.2	40927.8	77242.8	57134.6	43004.1	29320	31611.8	22253.9
P00390	P00390	GSHR_HUMAN	GSR	"Glutathione reductase, mitochondrial"				1685.86			509398			6325.18	14360.7			14056.2		
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	13432.4	14639.6	50547.6	37760.8	23320.6	16721.3	7365.81	34771	26612.5	26276.1	26522.1	39062.9	18541.1	27702.1	9058.4	37206.7
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]			35185.3	1166.63	14529			32629.9	19165.8					5668.02	21233	13919.4
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	10366.3	11292.9	5905.24	9477.57	11495.4	18005.6	17824	15416.3	19511.8	12260.8	4651.41	10767.5	14027.3	13317.2	21323	24595.6
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	18945.1			9885.25	10832.1	8687.37	11301.5	19131.9	13037.8	10142	16578.3		30023.9	15411.7	20911.3	13680.8
P00505	P00505	AATM_HUMAN	GOT2	"Aspartate aminotransferase, mitochondrial"	16669.5	2648.51	14053.8	12972	30627.9	38561.2	55413.1	25199.3		32963.6	38433.7	22802		16417		41404.1
P00519	P00519	ABL1_HUMAN	ABL1	Tyrosine-protein kinase ABL1												10688				
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	7378.13	13041.9		9063.57	13157	9349.29	11206.5		6358.49	21855.7		13893.7				
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	88879.1	25858.9	39070.1	103120	89989.3	80334.4	92729.8	95694.8	88579.1	69632.7	101551	16106.3	61605.5	85166	89086.1	80655
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	13296.4		6458.65	20963.9	12100.2	14347.8	18407	21634.4	14702.2	11208.2	27598.3		15433	18190.1		9190.23
P00813	P00813	ADA_HUMAN	ADA	Adenosine deaminase											22389.7			31613.6		
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a		20256.2	20458.7	12147.1	10154.1	9625.92		12324.9		11716.1	18060.3	22530.6		6882.52	5017.78	19174.7
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2					46786.2											
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	12096.3								4854.05							
P01011	P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin						6154.43	25742.9									
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C									28205.3	22629.1						20835.3
P01040	P01040	CYTA_HUMAN	CSTA	Cystatin-A	19979.3	22225.3	10364.4	12073.9	24596.5	26762.5	37555	40810.9	34915.6	26127.8	37068.2	12342.4	28790.9	20187.2	30957.6	43979.1
P01111	P01112;P01111	RASN_HUMAN	NRAS	GTPase NRas	25141	16533.5		17957.2	26058.3	22470	10632.8	11852.6	31631.6	25176.1	44348.3	17096.9		20739.2	37753	12142.8
P01112	P01112	RASH_HUMAN	HRAS	GTPase HRas						5027.75										
P01130	P01130	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor														10762.9		
P01889	P04439;P01889	HLAB_HUMAN	HLA-B	"HLA class I histocompatibility antigen, B alpha chain"		16761.9		13737.9	43575.8	59174.2	78670.9	48828.7						5726.91	34963.7	
P01911	P01911	DRB1_HUMAN	HLA-DRB1	"HLA class II histocompatibility antigen, DRB1 beta chain"													59135.9			
P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain	25748.3	11016.1	12238.9		28931.9	55541.9	9714.51	11974.1	46466.8	45037.7	22022.6	29167.9	65694		265747	47679.3
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain					21836.5			51655.7								
P02533	P02533;CONT|P02533|K1C14_HUMAN	K1C14_HUMAN	KRT14	"Keratin, type I cytoskeletal 14"	780867	1.09E+06	611878	247764	3.56E+06	599043	692192	839174	575426	572425	565392	530608	641904	434563	645636	683170
P02538	P48668;P02538;P04259;CONT|P02538|K2C6A_HUMAN;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6A_HUMAN	KRT6A	"Keratin, type II cytoskeletal 6A"	920181	788038	914120	311587	5.90E+06	776363	854718	841296	818127	764561	805011	782061	984570	583963	913657	922703
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	156971	376121	381568	289593	221374	227402	211894	184749	401343	478935	519060	507445	322910	464833	194340	270554
P02649	P02649;CONT|Q03247|APOE_BOVIN	APOE_HUMAN	APOE	Apolipoprotein E								36393.5						21383.6		
P02751	P02751	FINC_HUMAN	FN1	Fibronectin		205042	17287.9	11268.9	24234.2	60921.7	25015.5	64370.8	22335.6	229052	20217.4	20637.9	192476	14594.5	18949.5	
P02768	P02768	ALBU_HUMAN	ALB	Albumin	264022	132663	365563	145459	288340	384641	812838	449936	194927	399966	223576	396351	235990	88060.1	198348	213225
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	13353.1		4441.71	8425.65	19575.5	17432.2	14913.6	14191.9	20113.9	25539.4	15961.1	17778.5		14646.2	28915.2	18592.6
P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain			3514.02		17795			24060.3								
P02794	P02794	FRIH_HUMAN	FTH1	Ferritin heavy chain								17280.4		22615.3						
P03928	P03928	ATP8_HUMAN	MT-ATP8	ATP synthase protein 8				6430.99												
P04040	P04040	CATA_HUMAN	CAT	Catalase	27382.6	30547	28325.2	15629.8	27092.4	46659	48783.7	51446.6	21712.8	25097.6	41426.5	38414.4	32402.7	23605.2	30837.5	40813
P04062	P04062	GLCM_HUMAN	GBA	Lysosomal acid glucosylceramidase	7701.11	18735.5	12854.3	9109.39	14748.8				19139.4			17950.8	4222.67	10958.6	14031.3	
P04066	P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase			3381.65	11320.8								12335.5				
P04075	P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	97548.9	22985.6	38384.6	107885	115380	93741.4	91533.9	124298	126227	91641.9	133513	49480.2	114469	131433	109368	120404
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B	9729.4		11012.2	15429.4	51400.7			18082	13106	21535.5	23580.5	6726.15		44121.4		12941.2
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	117595	44348.6	37413.1	254488	112122	113138	97853.2	120289	108230	125716	172231	25322.4	74008.3	107136	161770	126281
P04179	P04179	SODM_HUMAN	SOD2	"Superoxide dismutase [Mn], mitochondrial"		129798	33953	43031.1	22587.8	42471.7	33145.6	9156.16		34640.3		34098.3	18979.9	13415.6		
P04181	P04181	OAT_HUMAN	OAT	"Ornithine aminotransferase, mitochondrial"			6020.68		9568.79			14402.7		8061.46		12569.7		11787	23211.3	
P04216	P04216	THY1_HUMAN	THY1	Thy-1 membrane glycoprotein							9053.29									
P04233	P04233	HG2A_HUMAN	CD74	HLA class II histocompatibility antigen gamma chain															8214.37	
P04259	P48668;P04259;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6B_HUMAN	KRT6B	"Keratin, type II cytoskeletal 6B"	282603	260803	170467	92107.2	770040	293515	262935	307031	279211	320421	342423	243093	302470	230173	314705	301392
P04264	P04264;P04259;CONT|P04259|K2C6B_HUMAN;CONT|P04264|K2C1_HUMAN	K2C1_HUMAN	KRT1	"Keratin, type II cytoskeletal 1"	1.37E+07	2.23E+07	9.10E+06	4.13E+06	2.71E+07	1.05E+07	1.23E+07	2.21E+07	1.15E+07	1.05E+07	1.05E+07	1.06E+07	1.26E+07	8.82E+06	1.21E+07	1.23E+07
P04406	P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	1.18E+06	460541	578906	1.37E+06	1.20E+06	1.16E+06	1.30E+06	1.18E+06	1.14E+06	1.32E+06	1.43E+06	468413	1.23E+06	1.21E+06	1.20E+06	1.12E+06
P04424	P04424	ARLY_HUMAN	ASL	Argininosuccinate lyase				3820.34									9010.59			
P04439	P30511;P01893;P04439;P10321	HLAA_HUMAN	HLA-A	"HLA class I histocompatibility antigen, A alpha chain"		25383.6	12844.2	3758.22	35281.7			33778.8				17667	19258.1			18306.7
P04626	P04626	ERBB2_HUMAN	ERBB2	Receptor tyrosine-protein kinase erbB-2	29494.2															
P04632	P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	36873.2	35679.6	14265.9	47259.1	27899.3	25087.1	39678.7	60867.3	42391.4	36402.2	57758.6	11993.9	34408.9	37951.1	31832.6	44634.7
P04792	P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	173656	271423	249613	82564.1	585030	96596	230098	168893	156600	96614.2	216568	76924.8	130687	129562	115040	126086
P04818	P04818	TYSY_HUMAN	TYMS	Thymidylate synthase								15609.4						12441.9	13761.5	20629.3
P04843	P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	35642.5	79453.8	136344	60702.4	59081.5	40863.6	44325	47429.2	60930.5	55492	52510	78628.5	53258.2	58830.8	46356.6	37942
P04844	P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	33995.3	52061	68165.8	37527.2	31527	39385.6	29574.4	27841.1	35039	33522.2	25540.6	49272.8	27874.4	43697.1	29933.6	18800.5
P04899	P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	61187.9	58986.7	23124.5	42518.8	75986.4	86734	63223.2	118395	89613.8	103209	98635.9	56514.8	61678.9	98514	82159.8	96066.8
P04908;Q7L7L0;Q93077	Q93077;Q7L7L0;P04908	H2A1B_HUMAN;H2A1C_HUMAN;H2A3_HUMAN	H2AC4;H2AC6;H2AW	Histone H2A type 1-B/E		13280.7			3908	14957.4			8354.53	6178.58	8249.8	2319.26	11854.3	13926.9	4582.1	
P05023	P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	31129.6	39498.1	20917.4	24723	41127.9	27768.3	27460.1	38413	25018.2	20974.7	43586.1	19168	18517.5	21116.4	56073.3	23799.7
P05026	P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1			12574.9				24711	12785.5								5705.48
P05089	P05089	ARGI1_HUMAN	ARG1	Arginase-1	33290.6	23105.3	18401.8	6065.47	23235.5	35279.8	31714	38400	11358.4	12344.8	28702.6	30411.7	45824	18790.3	20967.8	50039.8
P05091	P05091	ALDH2_HUMAN	ALDH2	"Aldehyde dehydrogenase, mitochondrial"	20808	33811.4	31698	22135.6	18836.9	27831.7	13601.9	28602.1	25453.5	21870.9	26870.6	44326.3	12565.6	20889.9	13785.3	8374.29
P05109	P05109	S10A8_HUMAN	S100A8	Protein S100-A8	92381	84825.4	85954.7	36195.8	131696	108070	105791	146175	116956	124484	106700	90711.2	132040	51177.4	99200	121027
P05114	P05114	HMGN1_HUMAN	HMGN1	Non-histone chromosomal protein HMG-14		11312.6	10893.6	11971.3	11615.4	13321.9	8771.31	11734.4	14172.4	15318.1	6782.31			11680.7	14218.4	
P05120	P05120	PAI2_HUMAN	SERPINB2	Plasminogen activator inhibitor 2			10127.3		24338.6											
P05121	P05121	PAI1_HUMAN	SERPINE1	Plasminogen activator inhibitor 1				34166.8				22830.4		63180.3		42206.8		4526.01		
P05141	P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	96653.9	133701	135559	94784.4	113955	111030	115683	102162	112375	169434	62446.6	119794	68716.9	91924.4	106989	70938.1
P05161	P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	34258.3		18362.5	17604.2	90935.5	19490	13328.8	67692.9			13929.1					
P05165	P05165	PCCA_HUMAN	PCCA	"Propionyl-CoA carboxylase alpha chain, mitochondrial"			6343.55	17598.1					13580.9			8459.22				
P05166	P05166	PCCB_HUMAN	PCCB	"Propionyl-CoA carboxylase beta chain, mitochondrial"				3290.61		3557.24										
P05198	P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	23739.7		9915.22	25814.6	39269.5	23815.4	30867.1	41007.3	47736.9	20359.5	36597.3		42528.6	23950.5	36324.2	24934.5
P05204	P05204;O00479	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17	19913.8		24377.5	8038.8		27994.8	23249.3	34970.9	66300.6	43903.9	22444.6		37628.3	37595.9	40771.7	23177
P05386	P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1	77395.5	18606.9	33559.3	76409.3	41989.5	77378	109765	57135.2	63150.6	59003.2	54069.8	22066.1	82755.3	46624.2	85357.5	66095.8
P05387	P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	171913	70426.4	61724.4	177789	170653	214065	247865	148374	160758	135466	149920	46283.4	164294	170079	173143	183882
P05388	P05388	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0	104507	53704.2	51662.3	82817.5	95489.3	107570	116866	97542.3	86523.2	79087.9	73507.2	31073.7	122923	78288.5	91130.4	92052.5
P05412	P05412	JUN_HUMAN	JUN	Transcription factor Jun		11749.2	6744.34			13767.7										
P05413	P05413	FABPH_HUMAN	FABP3	"Fatty acid-binding protein, heart"											76785.1			22332.4		
P05455	P05455	LA_HUMAN	SSB	Lupus La protein	23056.3	34024.4	31271.6	21936.4	19211	30864.7	33264.7	27021.2	40377.2	29546.8	31750.3		43644.7	22116.5	29692.6	13485.4
P05556	P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	18318	36889.4	64202.8	72398.1	27572.3	34685.3	28664	58977.5	24309.8	35600.2	37931.3	43663.7	26301.5	28265.8	41679.2	32973.8
P05783	P05783;CONT|P05783|K1C18_HUMAN	K1C18_HUMAN	KRT18	"Keratin, type I cytoskeletal 18"	17496.2	21624	29083.4	28053.5	16958.9	7914.12	18205.8	49135.4	22036.7		43579	34587	7375.35	66252	16471.2	21237.8
P05787	P05787;CONT|P05787|K2C8_HUMAN	K2C8_HUMAN	KRT8	"Keratin, type II cytoskeletal 8"				14412.7				76642.7						36926.9		
P05937	P05937	CALB1_HUMAN	CALB1	Calbindin						28656.7		59184.4								
P05976;P08590	P05976;P08590	MYL1_HUMAN;MYL3_HUMAN	MYL1;MYL3	"Myosin light chain 1/3, skeletal muscle isoform"	126905	133238	217943	312170	81657	87313.2	84582	101656	112721	91718	99657.2	10283.3	69484.3	148834	61341.5	80555.7
P05997	P05997	CO5A2_HUMAN	COL5A2	Collagen alpha-2(V) chain									10393.8							
P06132	P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase					7911.47				5357.3							
P06396	P06396;CONT|Q3SX14|GELS_BOVIN	GELS_HUMAN	GSN	Gelsolin	16480	24831.3	28494.2	114008	31989.6	30546.2	53054.9	42475.9	132314	60991.9	205442	26030.9	70252.6	91690.5	23674.3	87482.2
P06400	P06400	RB_HUMAN	RB1	Retinoblastoma-associated protein					12107.3											
P06454	P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	22915.6		28913.7	6318.42	26414.2	25591.3		22898.3	36256.3	43419.6	25603.3		37802.4	38727	15952.2	23050.8
P06493	P06493	CDK1_HUMAN	CDK1	Cyclin-dependent kinase 1	15384.9	8897.78			14529.5	34209.9	20186.1	29508.9		12921.1			36745.6	23077.4	23295.6	10870.3
P06576	P06576	ATPB_HUMAN	ATP5F1B	"ATP synthase subunit beta, mitochondrial"	137174	248805	335764	215782	104996	132743	149175	156861	162043	219302	185517	250079	121090	156079	167904	141428
P06702	P06702	S10A9_HUMAN	S100A9	Protein S100-A9	235602	192891	201082	106689	324705	230626	339826	454121	260180	255076	248648	222271	323069	179483	306563	288440
P06703	P06703	S10A6_HUMAN	S100A6	Protein S100-A6	439575	324854	135165	2.68E+06	1.19E+06	485575	907990	561439	1.59E+06	1.28E+06	2.61E+06	151386	1.05E+06	1.86E+06	895353	1.51E+06
P06730	P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	25054.7	5117.76	2872.45	22709.3	18123.2	22125.1	12927.3	20673.1	9799.94	18872.4	25913.8			19362.7	23199.2	14489.6
P06733	P06733	ENOA_HUMAN	ENO1	Alpha-enolase	464968	152551	135153	403613	423579	569223	514824	437009	445846	485105	484949	103803	450089	589806	457792	485193
P06737	P06737	PYGL_HUMAN	PYGL	"Glycogen phosphorylase, liver form"						11394.8		44701.7	23788.3							25338.2
P06744	P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	30975.1	22838.6	19518.4	28886	31936.5	39068.2	39999.1	43341.1	29367.2	37091.6	51730.9	23914.2	33842.4	35732.2	41073.6	39173.7
P06748	P06748	NPM_HUMAN	NPM1	Nucleophosmin	238555	302163	294506	206461	224356	337546	264368	214292	249236	322443	189158	204709	239514	240773	258961	195357
P06753	P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	53168.4	49062.9	75487.5	58025	68300.3	58058.7	82142	74469.9	61561.9	38754.1	59078.9	10260.1	53425.6	54211.7	46317.8	71009.2
P06756	P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	7633.23	20055.1	21924.2	9790.15		12276.1		8195.28		23109.2	18785.1	20581.9		24210.7		83150.5
P06865	P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha		13977.5	17079.8	9551.22	6492.03			21945		43976.7	16569.8	19642.3				7059.8
P07099	P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1		6522.54	37517.2	29933.8				49845.9	7221.51		15880.1			15831.7		
P07108	P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein		8559.29		7579.37	17080.2	17930	11522	40618	13799.1	16869.9	19277.1		20286.7	11447.1	11590.6	18657.9
P07195	P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	302870	77090.9	65919.1	420632	248659	361975	354222	239725	374112	295722	434008	49518.7	276008	457965	408472	295814
P07196	P07196	NFL_HUMAN	NEFL	Neurofilament light polypeptide														37426.7		
P07197	P07197	NFM_HUMAN	NEFM	Neurofilament medium polypeptide														8973.39		
P07203	P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	19270.5		5415.52	24008.3	14063.2	12177.7	31167.4		33010.6	7900.19	31482.3		18593.3	21824		
P07237	P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	76369.3	181326	332947	162297	116862	64192.4	77766.1	100164	128926	127753	110869	174773	85091.4	108952	109270	83265.3
P07305	P07305	H10_HUMAN	H1-0	Histone H1.0	19475.3	27529.8		13492.4	10331.1	12312.4	34831.6	37601.3	22464.2	23342.6	11939.5	6544.04	7234.85	20105.2		
P07311	P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1							6682.07							10433.5		
P07339	P07339	CATD_HUMAN	CTSD	Cathepsin D	97640.3	116081	157424	97569.6	93058.7	78725	87664.4	192492	142263	123741	145410	176784	108853	96339.4	118721	113371
P07355	A6NMY6;P07355	ANXA2_HUMAN	ANXA2	Annexin A2	279130	146342	136163	441483	348223	419447	396642	523784	363673	326799	319194	137481	340378	344267	308401	358963
P07384	P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	33981.1	31798.7	13471.8	46024.7	33531.6	26199.9	29340.7	41140.9	45680.5	33452.9	47127.8	9937.41	50565.5	30469.1	31371.4	27872
P07437	P68371;P07437;P04350	TBB5_HUMAN	TUBB	Tubulin beta chain	1.27E+06	447791	484351	1.42E+06	1.23E+06	1.10E+06	1.05E+06	1.07E+06	931203	1.01E+06	1.18E+06	129593	1.15E+06	1.26E+06	1.00E+06	1.13E+06
P07602	P07602	SAP_HUMAN	PSAP	Prosaposin														17251		
P07686	P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	17471.5	13002.3	33713.8	19018.2	19139.9	22058.8	22229.3	20271.6	12473.7	16088.9	31373	28159.4	20324.9	30021.7	25432.3	71736.5
P07711	P07711	CATL1_HUMAN	CTSL	Procathepsin L			7222.12					17430.8				11369.6		7692.6		
P07737	P07737;CONT|P02584|PROF1_BOVIN	PROF1_HUMAN	PFN1	Profilin-1	356909	79435.5	142506	535461	324136	358395	441573	328752	386464	258823	400087	59592.4	375531	391559	332086	349491
P07741	P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase			20952.1	42182.8	55420.4	20249.1	26041.1	24688.3	23976.5	24386.2	15632.5	6646.7	25654	11067.7	21856.6	20543.7
P07814	P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	33033.2	18918.9	13274.7	29521.9	35784.1	35151.4	29142	39753.7	36174.7	25633.7	31845.9	32763.7	19046.4	26676.1	29633.3	21291.1
P07858	P07858	CATB_HUMAN	CTSB	Cathepsin B	116917	266463	540034	439991	119943	236466	308519	203368	261204	346429	293144	736052	255831	205189	64395	219203
P07900	P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	254199	56582.5	36774.9	210864	168940	207613	314041	162204	162838	125238	119112	36136.8	141198	186809	176113	129571
P07910	P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	232737	314833	183550	129617	118841	224180	215526	165900	181115	271673	153708	216497	195180	239447	178168	164784
P07942	P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1			11077.6								91247.9	6146.79		11865	22100.7	
P07947	P06241;P12931;P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	24086	7607.16	25014.4	17527.1	35668.6	41150.3	26984.7	38703.6	18021.2	31789.7	22038.7		53087.6	38497.2	41008	28057.2
P07948	P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn				3313.89												
P07951	P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain			19084.5	15253.6	12215.8	24508.4	78933.1	23852.9						15309.4		
P07954	P07954	FUMH_HUMAN	FH	"Fumarate hydratase, mitochondrial"	24870.4	36013.2	24267.9	28932.2	19471.7	24926.9	35334.5	19976.7	27066.5	32751	29233.6	33799.9	30778.9	20904.9	28677.5	43359.4
P07996	P07996	TSP1_HUMAN	THBS1	Thrombospondin-1		11242.2			11466.4		74423.5	59432.7			6435.16			13677.4		
