Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d
P23588	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	1061.73	814.34	492.117	936.475	905.275	969.98	806.861	1449.93	751.106	1115.13	901.833	769.906	1993.46	1141.31	1037.61		548.24	1290.02	839.16	995.83	1138.16	1269.99	235.305	634.627	304.179	1024.43	1246.91	1524.54	1333.8	798.818	1116.83	957.791		1540.84		914.226
P23634	P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	411.593	345.217	365.657	573.591	163.563	541.782	594.652	608.088	351.899	386.204		936.998	400.962	405.39	472.564	459.811	1070.17	1289.42	308.01	418.461	486.696	288.818	273.331	553.988	419.294	504.131	552.635	394.858	369.983	575.876	596.72	493.683	391.051	385.121	227.163	521.264
P23919	P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	891.389	570.228	979.323	938.428	1216.13	1400.52	1310.28	739.214	1196.57	693.205	887.912	714.965	731.108	982.521	848.649	523.892	399.578	1179.17	2178.18	1251.54	1037.11	1120.05		728.163	1070.16	833.298	1617.28	1164.36	558.568	1081.76	1089.42	828.77	435.053	1013.62	222.143	908.622
P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	277.383	403.564	102.229	253.72	280.053	246.606	145.412	371.241	225.038	251.025			203.944		260.974			459.454	240.394	281.905	408.419	171.437			493.952	309.347	299.857	590.672	490.878	270.656	225.124			347.207		378.041
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	7195.67	4627.68	6600.56	7396.2	7134.9	5419.93	3863.6	7544.53	4255.51	7191.81	6858.18	6105.25	4639.79	5970.8	8621.92	750.376	7753.22	4838.71	3010.41	4832.91	6810.89	5939.59	522.229	6954.14	6125.89	6078.44	6136.18	5013.6	5958.2	6262.84	5358.67	5605.62	405.566	3906.91	278.265	6779.96
P24539	P24539	AT5F1_HUMAN	ATP5PB	"ATP synthase F(0) complex subunit B1, mitochondrial"	849.151	1253.63	614.463	647.42	680.305	572.347	631.642	841.393	873.508	1098.33	660.473	602.528	1228.54	1058.48	962.293	943.56	675.089	710.561	802.101	755.22	1097.77	838.033	1136.21	709.824	1233.63	623.93	1284.3	430.126	898.278	627.718	1032.62	771.078	1187.09	968.846	1450.42	819.283
P24666	P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	1059.97	1459.17	1231.18	948.714	1563	1713.53	1670.12	1473.94	1166.17	1279.24	1653.19	1665.49	1390.4	1812.01	1636.08		193.284	1448.8	1824.41	2172.34	1955.15	1139.8	521.492	1582.92	928.773	1562.64	1083.92	2066.31	1519.93	1471.54	1779.93	1632.65		958.447		1689.57
P24752	P24752	THIL_HUMAN	ACAT1	"Acetyl-CoA acetyltransferase, mitochondrial"	1307.17	1053.62	1004.08	1333.46	1663.1	1425.55	941.619	883.572	1569.89	1364.88	728.519	777.11	731.546	1064.63	975.189	1415.24	2077.73	619.109	677.076	1149.89	960.111	1314.89	1984.27	1269.75	1506.01	1015.96	1069.34	1549.06	966.149	896.761	1291.35	1319.4	2398.8	1129	1255.4	887.446
P24844	P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	385.191			964.324		1068.27	236.099	1678.08			972.423											1896.73	323.136			2309.1		661.755	451.802	373.682	611.907			456.832		1066.61
P24928	P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	2511.16	2273.68	2607.38	3279.38	2533.85	3087.34	3576.29	2676.56	3127.26	2537.46	4296.45		3060.4	3084.41	3160.23			2512.51	3863.67	3138.24	2460.81	3205.63		2716.63	2669.39	2780.89		2480.95		3456.13	2954.65	1971.03	528.007	3268.8	341.709	
P25205	P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	416.251	234.492	1033.02	369.936	642.4	532.481	582.329	446.146	689.616	267.882	779.779	597.592	818.246	770.005	622.561		335.642	1081.78	1697.61	930.784	836.316	427.901		309.302	502.687	156.216	727.175	446.276	499.091	542.062	489.275	434.996		441.316		698.131
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	680.676	1883.84	1940.63	862.968	1284.16	1606.48	827.644	1179.73	615.369	1412.47	2072.79	1933.9	2277.71	4867.05	876.255	2042.12	2379.34	2362.7	1713.98	1775.03	1906.02	2182.55	1483.57	1481	2205.36	1832.87	2050.78	2582.25	2926.45	1642.68	1902.99	802.466	2808.25	1715.78	1017.97	1006.32
P25325	P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	259.973	417.158	155.064	160.759	122.097	400.486	120.547	38.0241	171.213		309.882				96.2299				302.569		55.3326	26.9154			196.269					116.61	190.687	117.248		164.554		139.428
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	1662.32	1536.91	844.182	1430.11	1353.3	1660.67	1635.56	1321.22	1546.83	1660.7	783.999	1509.77	1865.27	1176.35	1291.68		768.366	1369.72	1858.03	1318.77	1179.75	1688.94		1233.28	1430.69	1356.36	1418.36	1121.08	1485.68	1444.71	1383.24	1247.5		1168.25		1234.44
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	714.28	556.911		808.804	640.158	770.08	650.163	1172.91	936.32	884.227	895.917	566.369	738.121	293.491	1120.58		621.484	664.309	740.974	706.234	778.694	526.297			612.437	374.629	450.886	553.912	143.982	935.149	747.42	616.516		629.305		500.469
P25705	P25705	ATPA_HUMAN	ATP5F1A	"ATP synthase subunit alpha, mitochondrial"	5837.51	5733.9	6812.83	5534.39	7138.5	7364.9	7265.76	9077.26	5698.61	7459.84	5892.79	6231.39	5307.2	5015.1	6909.97	7875.74	7835.09	4514.63	4888.2	5545.01	7147.79	5412.5	9013.78	6338.6	6270.11	5654.91	6307.45	4518.13	5144.84	6248.71	6228.04	6002.23	11732	6223.66	12995.7	5874.16
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	3964.68	3788.92	3255.43	3545.78	3383.69	3192.02	2840.23	3255.61	3623.98	3298.4	3425.49	3318.95	3305.32	3295.08	3950.52	588.324	2712.85	2755.34	2175.5	3130.68	3093.49	3258.38	630.623	3022.79	3325.92	2053.28	2754.23	3266.75	2696.24	2771.09	3290.71	2701.12	736.406	3217.55	458.345	2477.3
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	2182.47	2172.28	1587.86	2208.71	1975.14	2185.12	2032.54	1595.88	2232.95	1930.81	2121.22	1658.48	2710.76	2131.19	2782.98	380.279	2116.28	1996.86	988.902	1555.87	2020.59	2293.83	622.635	1628.92	1748.87	1505.7	1862.63	2252.79	1530.85	1784.75	2004.62	1573.28	278.426	1774.92	185.448	1334.75
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	2156.81	1964.76	1524.54	2198.51	2684.25	2187.52	1750.41	2030.8	2422.1	2195.92	2342.11	2301.64	2103.43	1787.31	2744.07	362.787	1989.76	1614.03	1335.3	2338.09	2294.54	2002.86	442.489	1935.4	1589.97	1608.34	2048.38	1844.95	1597.01	1783.36	1789.67	1493.9	452.929	1601.29	337.442	1550.63
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	2560.15	2862.23	3223.9	2668.53	3447.29	3050.15	2767.8	2509.58	2196.77	2853.52	1945.51	3479.85	3034.44	2605.77	2836.57	1024.75	2775.57	2395.58	2772.56	2937.79	3069.72	4194.46	2214.19	2747.08	3053.17	2221.14	3436.96	3186.66	3088.73	3194.77	3012.04	3202.43	782.08	3685.1	466.795	2739.08
P26006	P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	627.84	935.623	471.041	671.982	168.578	788.742		831.101	354.307	750.869	915.056	934.208		404.299	233.779	334.139	641.907	549.021	259.465	260.729	435.773	1017.97	262.093	415.561	563.847	592.938	515.587		376.072	1170.05	652.357	546.798	333.043			409.797
P26038	P26038;P15311;P35241	MOES_HUMAN	MSN	Moesin	8787.82	9217.68	8062.89	10757.3	7854.8	9581.55	8692.09	11094.4	10574.4	11101.1	8545.67	8715.38	6683.58	9089.29	8034.96	616.74	5377.18	9724	11921.4	10708.7	11547.2	10656.4	1425.37	11868.1	10410.8	12384.4	11089.2	10411.2	9948.37	13229.1	11824.8	14074.9	1667.96	8359.55	886.849	11011.2
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	638.241	574.827	678.146	646.301	481.956	823.639	495.915	611.762	753.411	263.189	655.751	574.236	1064.32	1004.12	555.966		1457.44	921.879	783.641	793.906	1236.5	694.596		1250.46	593.936	757.88	1417.19	709.766	726.364	568.525	1551.32	1294.27		1133.46		1257.37
P26358	P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	224.042	202.764	449.164	309.281	370.96	173.019		161.047	200.107		399.486			475.916	324.927		250.625	315.35	430.373	346.399	270.375	75.3414			221.28		478.479		342.571	163.463	286.101	268.596		152.77		367.534
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	3645.2	3462.65	4126.2	4139.04	3902	3937.56	3988.45	3402.59	3691.31	3836.66	3953.36	3898.26	3483.5	2541.44	3564.48	2457.9	3999.11	3356.79	3869.06	3361.63	3058.4	4020.19	1294.45	4009.25	2643.42	2429.88	3707.64	3265.3	3158.12	4211.65	3265.71	3159.86	1048.72	3632.98	646.243	2840.6
P26440	P26440	IVD_HUMAN	IVD	"Isovaleryl-CoA dehydrogenase, mitochondrial"	226.602		170.027	334.805	468.884	357.462	304.663	434.039	176.299	680.443	287.82	494.366		336.065	282.186	416.883			197.082		358.739	285.822	595.197	329.377		265.165	204.214		296.096		525.317	486.428	526.477	352.516	718.898	293.851
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	605.122	956.634	1343.69	675.222	1322.89	727.704	1008.43	435.905	1659.93	882.018	568.159	929.398	762.926	614.578	789.373		613.489	704.005	1608.31	782.519	517.412	1069.4	314.543	623.272	426.333	587.877	480.313	1311.48	887.571	1197.99	1199.15	547.22		614.851		399.905
P26599	P26599;O95758	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1052.39	728.545	1235.12	1607.2	1730.16	1221.22	1426.3	1476.62	1471.22	1443.99	2086.2	1355.51	1660.6	1287.56	1526.43	1146.22	1314.54	1353.17	1703.39	1670.91	2255.99	1600.22	1034.08	1840.53	1237	1073.38	1490.77	1482.36	1460.25	1432.07	1624.63	1599.25	1114.42	1099.49	681.642	1741.7
P26639	P26639	SYTC_HUMAN	TARS1	"Threonine--tRNA ligase 1, cytoplasmic"	1027.87	1266.1	919.367	932.437	1040.66	909.78	1025.1	765.219	1198.03	1249.01	1079.51	991.3	1240.81	547.611	922.81	371.559	898.576	650.338	627.56	856.705	1241.35	1147.58	149.358	1239.38	1023.17	1065.21	998.059	981.363	734.236	896.01	784.434	1140.77		1123.12		1057.45
P26640	P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	417.518	525.441	298.988	517.941	615.743	342.486	413.445	527.662	540.725	469.922	303.118	512.326	623.513	841.879	433.047		522.041	470.576	391.976	662.892	838.547	620.951		625.978	554.008	533.212	588.253	468.43	360.482	652.796	528.17	754.529		807.034	185.108	408.316
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	5313.29	3421.17	4617.58	5835.35	5344.38	5513.91	3691.33	6960.07	4194.47	5809.24	5490.53	5082.46	4985.91	5015.51	8308.39	688.159	6118.98	5753.73	3474.46	6683.27	7337.58	4678.95	401.963	6900.41	5880.06	5254.42	7012.45	4813.88	4785.61	6306.54	5714.24	6875.06	875.441	4551.06	327.227	7344.35
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1864.61	1342.37	1889.22	1218.45	1973.04	2070.66	1421.85	1779.15	2532.99	1671.76	1228.36	1890.98	2281.43	952.17	1758.14	3094.57	1982.15	1283.51	1447.11	1058.57	1300.18	1475.58	1211.92	1720.28	1317.78	1734.1	1661.95	1608.23	1376.27	1036.05	1398.25	1179.04	1018.48	2169.65	2180.79	1299.16
P27105	P27105	STOM_HUMAN	STOM	Stomatin	825.968	521.86	445.056	437.888	517.195	870.946	840.476	774.346	750.581	670.053	784.895	736.805	1052.2	753.143	699.151	856.156	404.118	569.374	692.898	667.905	515.563	714.924	752.684	435.642	984.718	791.289	641.604	549.423	356.346	941.929	810.983	788.916	759.197	940.4	1068.08	345.608
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	935.979	1414.1	1357.52	839.248	933.797	853.73	1327.78	1785.43	1284.58	1203.01	493.554	677.946	1034.91	1042.92	1418.12	162.797	686.337	1701.7	2043.4	1754.41	1870.96	808.549	299.531	2295.91	1491.77	2022.47	1410.87	2446.96	2040.7	1809.54	1560.93	2659.73	122.234	2161.18		1978.13
P27361	P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3			322.116	88.8833	470.941	304.678	270.287	275.308	203.609						241.205												52.3972									
P27482	P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	286.754	370.664	255.839	196.99	218.502	328.85	293.646			551.304	438.05			403.093	228.669	280.805	470.355	520.939	251.314		532.138	507.878	375.559	695.2	394.924	408.554	361.64	779.016	687.683	295.696	230.398	293.833		180.625		
P27635	Q96L21;P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	2060.62	1534.77	1164.81	1605.38	1379.2	1653.1	1539.87	1365.84	1329.59	1193.58	1046.94	980.642	1060.04	1051.92	1527.73	723.267	795.964	1383.99	1467.82	1251.29	1092.59	1188.93		1948.88	1235.78	731.624	1011.1	1025.31	1316.1	1066.38	899.86	907.658		1062.33	389.009	874.07
P27658	P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain																320.406			549.429				667.196						468.837			413.867			3463.72	343.314
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	201.996	595.29	422.288	422.046	513.629	248.452	448.854	258.081	409.849	482.617	446.56	217.116	754.28	353.653	202.016	748.908	337.879	407.632	444.876	337.736	393.121	322.834			306.909	310.244	345.441	373.73	465.7	464.965	640.585	401.671		515.45		507.067
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	722.633	865.48	715.317	769.357	906.385	1225.31	714.878	874.091	1673.92	1411.98	1970.09	1584.16	1367.61	1260.21	787.874		717.291	661.953	947.714	828.438	1289.39	1226.16		869.312	427.301	622.547	1254.68	815.62	1138.8	1169.38	1314.23	908.299		1091.11		976.857
P27707	P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	372.5	291.92	318.963	264.668	283.966	413.346	315.196	394.835	255.992	437.976	384.797	438.415			309.076			210.614	434.704	704.201	628.214	637.081				190.976	337.204	200.905	294.154	122.091	454.151	290.326		175.441		298.574
P27708	P27708	PYR1_HUMAN	CAD	CAD protein	1038.67	744.984	490.964	878.699	789.975	826.818	725.332	678.477	951.271	1090.38	733.763	965.13	950.085	973.658	1103.52		970.858	913.412	765.394	820.96	444.969	908.64		860.741	994.75	680.238	848.67	768.266	638.603	695.703	877.773	717.8		1044.56		779.843
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	4442.89	2926.83	6306.74	4180.19	3410.98	5293.5	4387.86	3872.88	7037.99	5282.72	5167.22	5490.28	4644.31	3245.07	4094	8840.1	6864.8	3105.64	4803.16	5894.2	3903.38	5774.18	10676.6	5204.07	8022.89	4863.62	5473.94	6234.2	7797.49	5965.96	6060.1	5209.95	4099.12	12075.8	6086.6	5409.84
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	666.324	936.321	735.832	827.518	668.095	815.477	1426.37	595.308	708.627	422.773	800.346	1120.79	788.855	836.356	1368.1		1107.91	1054.33	1473.22	641.047	709.793	690.707	254.055	568.106	658.814	801.178	639.496	648.248	605.819	857.547	809.165	625.444		681.827		663.605
P27824	P27824	CALX_HUMAN	CANX	Calnexin	1661.42	2031.49	2107.3	2050.68	2288.49	1730.85	2087.36	2101.4	2748.64	2306.96	1821.89	2159.32	1709.12	1820.25	3021.87	3824.57	2337.64	1625.59	2363.31	2500.18	2565.81	1966.36	4503.96	2589.35	2877.61	2738.89	2830.3	2810.41	2980.25	2474.23	2690.3	2500.73	3247.41	4105.19	5032.84	3024.04
P28062	P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	684.376	899.143	586.45	382.468	865.171	586.172	1217.76	560.191	591.997	487.088	762.359	519.382	978.338	731.176	882.417		1085.38	935.342	712.664	499.908	1108.43	876.352	226.264	840.897	1024.09	762.623	817.441	538.191	796.849	484.262	414.448	978.121	414.965	1400.27	213.771	677.625
P28065	P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	736.147	1431.78	775.212	600.801	889.965	539.183	984.526	433.295	947.892	480.121	797.334	1077.69	1061.52	833.037	1288.64	153.646	546.042	502.865	1000.57	578.133	777.619	932.368		748.203	981.8	893.802	584.381	816.034	1043	520.222	648.942	684.85		763.411	185.859	641.504
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1700.62	2218.7	2044.01	1677.01	1941.46	1400.77	1744.38	1449.93	1846.91	1276.19	1786.63	1725.74	1528.78	1977.61	2063.86	309.496	1975.57	1313.19	1224.65	1551.09	2130.33	2317.45	548.338	1259.42	1905.31	1216.86	1826.53	1687.45	1529.25	2099.29	1790.13	1244.31	296.239	1504.16	353.863	1439.19
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	700.006	1253.45	1145.88	1108.7	997.378	874.22	1102.02	807.882	1116.58	1152.91	1424.75	1145.21	1544.96	1431.87	1314.35	362.98	995.866	1281.39	1121.05	1462.37	1289.76	1537.84		1310.18	1273.65	1041.1	1309.44	1046.09	1132.8	1242.12	1402.89	993.789	242.984	1850.06	339.335	1211.4
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	2681.38	1359.05	2127.78	2685.84	2282.45	3009.24	1652.39	2036.1	2734.34	3438.31	1971.65	2157.15	1597.58	2552.98	2155.2	183.22	2307.67	2532.56	1669.43	2916.37	1748.09	2435.81	544.019	2190.26	2223.97	1083.76	2487.83	2509.22	2104.31	2267.8	2407.28	1895.84	905.005	2585.44	349.347	2103.82
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	1107.09	603.32	781.36	1122.26	737.997	916.453	582.649	1084.1	1241.89	1361.65	1210.49	1168.26	675.395	999.931	967.603	302.83	1290.74	888.538	529.718	851.319	910.15	888.059	198.463	1080.5	806.298	538.065	992.501	995.751	555.341	1100.63	905.54	866.353		1047.68	242.305	775.783
P28161	P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	78.187	222.979	242.804	150.394	59.5972	89.8782	272.578		78.117				238.795		221.641				207.716	176.308					113.403		124.311	171.182		252.412		152.788		294.935		96.0381
P28331	P28331	NDUS1_HUMAN	NDUFS1	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"	264.875		384.664	291.466	364.376	324.665	696.366	371.23	238.548	391.795	469.57	324.464	608.188	347.298	304.1	546.487	400.777	422.417	443.528	478.139	562.504	429.363	457.682	278.97	506.321	435.319	537.426	766.32	339.627	355.92	301.883	352.326	699.008	376.167	434.284	371.385
P28340	P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	613.992			847.863	876.463	1851.87	1196.78	904.709	702.505	792.223	993.053	568.879	793.119		1109.95			563.695	1230.05	840.706	606.96	784.681		729.17	796.089	1042.73	818.112	570.321	710.87		603.04	864.623		588.278		572.615
P28370	P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1							145.105																148.719			267.595					176.08					
P28482	P27361;P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	1001.77	1466.35	1098.9	1201.34	1383.85	1253.57	1312.59	1239.36	1131.1	748.834	1055.18	1042.47	543.936	1131.07	1194.63		479.563	1019.48	1167.28	837.97	1723.38	925.584		923.939	1462.01	1129.28	936.212	1180.23	1113.59	1258.16	1720.24	1403.38		846.211		1190.75
P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1821.99	2008.37	1593.33	1325.92	1655.96	1564.98	1575.79	1469.42	1325.09	1401.66	1450.05	1761.99	1531.12	1465.9	1977.12	317.056	1229.07	1306.97	1146.92	1661.48	1748.61	1857.05	619.823	2554.91	1589.11	1640.58	1511.73	1301.15	1517.67	1409.11	1701.73	1287.43	798.887	2044.8	733.878	1454.06
P29144	P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	516.348	830.524	1025.49	745.202	576.242	796.851	1145.48	530.501	988.062	565.683	762.335	1103.35	1179.72	851.969	534.678		1106.77	742.235	1104.22	794.597	438.947	888.011		729.711	702.248	660.143	680.67	1144.11	816.697	620.638	739.773	916.705	703.474	741.279	487.988	826.857
P29218	P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	453.898	743.137	758.248	272.604	541.621	417.721	520.317	563.124	489.494		433.496	625.017		742.262	389.158			507.368	484.72	626.343	791.719	688.847		640.96	196.516		449.752	559.119	710.301	534.712	875.77	634.579		619.634		782.766
P29317	P29323;P29320;P54753;P54762;P54756;Q9UF33;P29317;P54760;Q15375;P29322;Q06187	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	759.618	882.186	382.092	972.865	593.673	1210.46	1607.02	543.687	349.215	806.874	647.113	206.926	206.489	922.671	573.941	361.673	550.887	777.652	515.462	1060.05	581.132	392.773	705.915	947.245	507.814	542.506	958.89		542.619	852.68	893.53	1263.24	880.603	501.854	640.458	776.792
P29323	P29323	EPHB2_HUMAN	EPHB2	Ephrin type-B receptor 2	187.735	304.983																219.991			225.709											69.3867				
P29401	P29401	TKT_HUMAN	TKT	Transketolase	4598.87	3577.98	3654.28	2643.37	3788.88	2936.56	6576.42	3157.86	2866.36	3127.38	3746.02	3631.57	4478.37	3171.57	6902.53	515.865	1545.04	4137.93	9254.42	3847.72	3949.12	2492.79	819.46	4398.62	3647.88	2461.41	2639.38	2174.27	4523.26	3099.24	3241.1	3130.03	1074.23	3241.03	400.552	2633.75
P29466	P29466	CASP1_HUMAN	CASP1	Caspase-1	683.793	2057.9	1636.88	480.357	675.835	813.872	1109.27	509.789	857.454	335.658	785.427	1358.05	1377.57	935.193	855.142	239.233		1121.09	389.745	486.147	1213.86	787.6		990.676	950.617	924.465	614.538	426.663	828.401	435.209	612.074	436.498		639.508		514.334
P29508	P29508	SPB3_HUMAN	SERPINB3	Serpin B3	1216.37	2041.18	1684.21	1033.34	1253.45	2027.07	1573.42	1612.37	1112.87	2433.27	2562.86	2303.45	3170.84	3179.87	692.827	1555.04	2079.03	2471.55	1979.55	2022.48	2246.75	1652.75	2161.12	2010.4	2440.2	1971.52	2403.01	3811.29	3112.29	1972.82	2219.25	1351.94	2475.4	2310.16	1120.41	1923.63
