gene	GO_id	GO_term	definition	synonym	gene_product	annotation_extention	additional_terms
MPC2	GO:0005515	protein binding	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0005515	protein binding	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0005515	protein binding	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0042802	identical protein binding	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0006850	mitochondrial pyruvate transmembrane transport	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0006850	mitochondrial pyruvate transmembrane transport	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0006850	mitochondrial pyruvate transmembrane transport	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0006850	mitochondrial pyruvate transmembrane transport	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0005634	nucleus	Mitochondrial pyruvate carrier 2	BRP44	protein	sperm	cell|biological entity|anatomical entity|anatomical structure|material anatomical entity|connected anatomical structure|anatomical entity|male gamete|material anatomical entity|haploid cell|germ line cell|sperm|germ cell|gamete|male germ cell
MPC2	GO:0005739	mitochondrion	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0005743	mitochondrial inner membrane	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0005743	mitochondrial inner membrane	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0098800	inner mitochondrial membrane protein complex	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0050833	pyruvate transmembrane transporter activity	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0006850	mitochondrial pyruvate transmembrane transport	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
MPC2	GO:0005743	mitochondrial inner membrane	Mitochondrial pyruvate carrier 2	BRP44	protein	NA	NA
SLIT3	GO:0021834	chemorepulsion involved in embryonic olfactory bulb interneuron precursor migration	Slit homolog 3 protein	KIAA0814|MEGF5|SLIL2|UNQ691/PRO1336	protein	NA	NA
UFC1	GO:0007420	brain development	Ubiquitin-fold modifier-conjugating enzyme 1	CGI-126|HSPC155	protein	NA	NA
PPIL1	GO:1990403	embryonic brain development	Peptidyl-prolyl cis-trans isomerase-like 1	CYPL1|CGI-124|UNQ2425/PRO4984	protein	NA	NA
VTI1A	GO:0005768	endosome	Vesicle transport through interaction with t-SNAREs homolog 1A	NA	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
VTI1A	GO:0008021	synaptic vesicle	Vesicle transport through interaction with t-SNAREs homolog 1A	NA	protein	brain	multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
GIT1	GO:0007420	brain development	ARF GTPase-activating protein GIT1	NA	protein	NA	NA
RECK	GO:0090210	regulation of establishment of blood-brain barrier	Reversion-inducing cysteine-rich protein with Kazal motifs	ST15	protein	NA	NA
TACC1	GO:0021987	cerebral cortex development	Transforming acidic coiled-coil-containing protein 1	KIAA1103	protein	NA	NA
SUN2	GO:0021817	nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration	SUN domain-containing protein 2	FRIGG|KIAA0668|RAB5IP|UNC84B	protein	NA	NA
CASP3	GO:0021766	hippocampus development	Caspase-3	CPP32	protein	NA	NA
STK39	GO:0005829	cytosol	STE20/SPS1-related proline-alanine-rich protein kinase	PASK|SPAK	protein	lens of camera-type eye|epithelium of lens|brain	main body axis|body proper|non-connected functional system|structure with developmental contribution from neural crest|transparent eye structure|disconnected anatomical group|head|anterior region of body|anatomical entity|material anatomical entity|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|face|visual system|material anatomical entity|simple eye|craniocervical region|lateral structure|main body axis|body proper|cuboidal epithelium|non-connected functional system|structure with developmental contribution from neural crest|disconnected anatomical group|head|anterior region of body|eye epithelium|tissue|anterior segment of eyeball|organism subdivision|subdivision of head|pigment epithelium of eye|epithelium of lens|eyeball of camera-type eye|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|craniocervical region|protein-containing material entity|transparent eye structure|unilaminar epithelium|anatomical entity|material anatomical entity|camera-type eye|connected anatomical structure|eye|anatomical entity|entire sense organ system|sensory organ epithelium|ecto-epithelium|multicellular anatomical structure|biological entity|simple cuboidal epithelium|epithelium|orbital region|ectoderm-derived structure|lens of camera-type eye|face|visual system|simple eye|lateral structure|multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain
STK39	GO:0005938	cell cortex	STE20/SPS1-related proline-alanine-rich protein kinase	PASK|SPAK	protein	lens of camera-type eye|epithelium of lens|lens fiber cell|brain|lens of camera-type eye|lens cortex|lens fiber cell|lens of camera-type eye|lens nucleus|lens fiber cell	main body axis|body proper|non-connected functional system|structure with developmental contribution from neural crest|transparent eye structure|disconnected anatomical group|head|anterior region of body|anatomical entity|material anatomical entity|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|face|visual system|material anatomical entity|simple eye|craniocervical region|lateral structure|main body axis|body proper|cuboidal epithelium|non-connected functional system|structure with developmental contribution from neural crest|disconnected anatomical group|head|anterior region of body|eye epithelium|tissue|anterior segment of eyeball|organism subdivision|subdivision of head|pigment epithelium of eye|epithelium of lens|eyeball of camera-type eye|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|organ|anatomical structure|multicellular organism|anatomical system|material anatomical entity|craniocervical region|protein-containing material entity|transparent eye structure|unilaminar epithelium|anatomical entity|material anatomical entity|camera-type eye|connected anatomical structure|eye|anatomical entity|entire sense organ system|sensory organ epithelium|ecto-epithelium|multicellular anatomical structure|biological entity|simple cuboidal epithelium|epithelium|orbital region|ectoderm-derived structure|lens of camera-type eye|face|visual system|simple eye|lateral structure|main body axis|body proper|vertebrate lens cell|epithelial cell|cell|non-connected functional system|structure with developmental contribution from neural crest|protein-containing material entity|disconnected anatomical group|transparent eye structure|head|anterior region of body|anatomical entity|material anatomical entity|tissue|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|lens fiber cell|organ subunit|epithelium|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|crystallin accumulating cell|face|visual system|simple eye|material anatomical entity|craniocervical region|stuff accumulating cell|lateral structure|multicellular anatomical structure|biological entity|organ system subdivision|ectoderm-derived structure|organ|anatomical entity|anatomical structure|multicellular organism|material anatomical entity|central nervous system|anatomical system|connected anatomical structure|nervous system|anatomical entity|material anatomical entity|brain|main body axis|body proper|non-connected functional system|structure with developmental contribution from neural crest|transparent eye structure|disconnected anatomical group|head|anterior region of body|anatomical entity|material anatomical entity|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|face|visual system|material anatomical entity|simple eye|craniocervical region|lateral structure|main body axis|body proper|non-connected functional system|structure with developmental contribution from neural crest|disconnected anatomical group|transparent eye structure|head|anterior region of body|anatomical entity|material anatomical entity|tissue|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|lens cortex|face|visual system|simple eye|material anatomical entity|craniocervical region|lateral structure|main body axis|body proper|vertebrate lens cell|epithelial cell|cell|non-connected functional system|structure with developmental contribution from neural crest|protein-containing material entity|disconnected anatomical group|transparent eye structure|head|anterior region of body|anatomical entity|material anatomical entity|tissue|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|lens fiber cell|organ subunit|epithelium|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|crystallin accumulating cell|face|visual system|simple eye|material anatomical entity|craniocervical region|stuff accumulating cell|lateral structure|main body axis|body proper|non-connected functional system|structure with developmental contribution from neural crest|transparent eye structure|disconnected anatomical group|head|anterior region of body|anatomical entity|material anatomical entity|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|face|visual system|material anatomical entity|simple eye|craniocervical region|lateral structure|main body axis|body proper|non-connected functional system|structure with developmental contribution from neural crest|zone of organ|disconnected anatomical group|transparent eye structure|head|anterior region of body|lens nucleus|anatomical entity|material anatomical entity|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|organ subunit|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|face|visual system|simple eye|material anatomical entity|craniocervical region|lateral structure|main body axis|body proper|vertebrate lens cell|epithelial cell|cell|non-connected functional system|structure with developmental contribution from neural crest|protein-containing material entity|disconnected anatomical group|transparent eye structure|head|anterior region of body|anatomical entity|material anatomical entity|tissue|anterior segment of eyeball|camera-type eye|connected anatomical structure|organism subdivision|eye|anatomical entity|entire sense organ system|subdivision of head|eyeball of camera-type eye|multicellular anatomical structure|biological entity|subdivision of organism along main body axis|organ part|sense organ|sensory system|lens fiber cell|organ subunit|epithelium|orbital region|ectoderm-derived structure|organ|anatomical structure|multicellular organism|anatomical system|lens of camera-type eye|crystallin accumulating cell|face|visual system|simple eye|material anatomical entity|craniocervical region|stuff accumulating cell|lateral structure
