Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	LFQ.intensity.female_1	LFQ.intensity.female_3	LFQ.intensity.female_5	LFQ.intensity.female_7	LFQ.intensity.female_9	LFQ.intensity.female_11	LFQ.intensity.male_1	LFQ.intensity.male_3	LFQ.intensity.male_5	LFQ.intensity.male_7	LFQ.intensity.male_9	LFQ.intensity.male_11
O75955	O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	106413	111226	102707	82046.5	93794.5	109866	94825.6	96134.8	94849.6	88486.2	105913	90693.9
O75962	Q86VW2;O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	18997	22423	21081.1	19966	19694.6	22864.9	22784	24567.9	23187.2	23254.9	25164	22945
O75964	O75964	ATP5L_HUMAN	ATP5MG	"ATP synthase subunit g, mitochondrial"	349546	354061	351556	309549	291236	303558	324177	424666	410215	383927	438444	379297
O75970	O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	13282.3	13462.4	12890.3	12166.2	11960.5	13163.2	12685.4	13769.5	12403.3	12855.6	13810	13563.6
O75973	O75973	C1QRF_HUMAN	C1QL1	C1q-related factor			900.149	1709.16	1546.65		1354.11	693.192	2770.19	2077.46	3079.5	1772.36
O75976	O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	62696.6	66084.9	76488.6	79895.7	81583.7	62529.8	72200	71774.3	73301	80032.5	51844.5	73050.5
O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	76369.3	83859.1	76771.7	83208.8	82402.5	72364.1	86926	79113	81872.9	83250.3	83675.7	78848.9
O76011	O76011;Q14525;CONT|O76011|KRT34_HUMAN;CONT|Q14525|KT33B_HUMAN	KRT34_HUMAN	KRT34	"Keratin, type I cuticular Ha4"			26194	20690.7	26674.1		22717.7	29210.3		26560		
O76021	O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	126923	127276	126820	106150	111753	129535	91627.5	118935	105717	101497	107270	99678.6
O76024	O76024	WFS1_HUMAN	WFS1	Wolframin	53200.9	56236.7	46820.8	38408.7	41730.9	53782.7	52322.6	64712.4	58826.6	55785.9	66129.8	57156.7
O76031	O76031	CLPX_HUMAN	CLPX	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	56507.4	66617.9	63049.4	58670.9	62473.7	60849.1	58423.5	65588.1	64392.4	61800.8	62749.1	64701.1
O76041	O76041	NEBL_HUMAN	NEBL	Nebulette	11174.8	14637.3	18948.1	19776.5	18496.3	15583.1	28498.8	25605.6	26635.1	30681.5	22994.8	33521.3
O76054	O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	54123.6	54751	62380.7	61078.1	59411.9	60784.2	48893.1	47457	42161.7	48746.3	43849.4	45689.6
O76062	O76062	ERG24_HUMAN	TM7SF2	Delta(14)-sterol reductase TM7SF2	5983.51	8737.67	9944.45	6642.69	6906.33	9478.22	8927.18	11178.1	8411.93	9387.85	10075.2	9607.5
O76070	O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	5692.18	5017.29	5145.58	4263.19	5002.52	4590.55	9560.82	9340.78	9513.52	9427.07	12126.1	10371.2
O76071	O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	29920.5	37454.8	41594.7	43869.6	41202	38480	43297.2	31550.6	37349.8	42400.4	35164.9	37788.9
O76074	O76074	PDE5A_HUMAN	PDE5A	"cGMP-specific 3',5'-cyclic phosphodiesterase"	29115.4	32898.1	31376.5	28114.4	28949.5	30065.3	25928	25930.1	23989.2	26748.9	31546.9	28300.1
O76075	O76075	DFFB_HUMAN	DFFB	DNA fragmentation factor subunit beta		1179.3	1621.13	1820.36			2399.68	1862.77		2562.38	1648.51	2372.07
O76080	O76080	ZFAN5_HUMAN	ZFAND5	AN1-type zinc finger protein 5	1904.99		1650.06	1827.43	1657.13	1011.43	1424.06	738.386	1640.8	1425.21		1352.74
O76081	O76081	RGS20_HUMAN	RGS20	Regulator of G-protein signaling 20	10015.9	9760.78	8107.01	7916.35	8903.5	8608.81	7470.96	8198.44	7532.01	7901.44	6415.35	6502.01
O76094	O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	40581.2	47650.4	38559.9	36030.9	33425.2	49810.8	33629.4	36490.1	36530.1	33001	43694.9	33324.1
O76095	O76095	JTB_HUMAN	JTB	Protein JTB	34099.4	53442.9	36378.4	12955.4	13655.2	58132.8	18834.3	33588.3	28247	30964	29061.4	34879.6
O94760	O94760	DDAH1_HUMAN	DDAH1	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"	34748	55133.4	89003.1	108178	97109.2	60092	125795	106307	120418	137009	70801.8	124235
O94762	O94762	RECQ5_HUMAN	RECQL5	ATP-dependent DNA helicase Q5	91255.3	94865.7	129862	110881	112888	110011	124090	120699	114903	108143	104403	123988
O94763	O94763	RMP_HUMAN	URI1	Unconventional prefoldin RPB5 interactor 1	14411.8	11987.5	13127.4	16542.4	15584.3	13768.1	14812.2	13863.6	14028.7	14967.5	14439.8	14832.1
O94766	O94766;Q9NPZ5	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	32245.9	35487.9	48623.9	47711.6	47031.1	37750.5	44671.5	48482.4	46089.4	46414.2	35086.8	41521.5
O94768	O94768	ST17B_HUMAN	STK17B	Serine/threonine-protein kinase 17B	1616.44	2263.59	2096.45	1791.54	1586.61	1472.62	2496.46	1453.17	2286.06	2781.9	1775.74	2731.51
O94776	O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	42925.1	42556.8	39879.9	36552.9	41310.3	41605.2	36407.8	44724.3	39998.5	38742.6	42914.8	40491.4
O94804	O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	14526.9	14163.9	15218.3	15014.3	14736.8	15369.2	15756	14797.7	14838.6	16079.3	17077.1	17807.5
O94808	O94808	GFPT2_HUMAN	GFPT2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	17130.1	18395.2	15567.1	15673.9	15733.7	18267.5	13558.9	12572.9	12415.9	12046.1	14357.8	13084.3
O94813	O94813	SLIT2_HUMAN	SLIT2	Slit homolog 2 protein	2789.95	3040	2937.76	2913.03	2266.16	3066.85	8712.84	8559.75	7217.36	8016.38	7768.76	8245.47
O94817	O94817	ATG12_HUMAN	ATG12	Ubiquitin-like protein ATG12		1543.1	3195.32	8045.02	7762.11	6973.55	6547.25	4718.75	4428.59	4524.48	4956.42	4409.73
O94819	O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	5328.19	5630.77	5138.47	6162.43	5669.48	5369.96	3023.17	2036.53	3382.55	3764.54	3807.9	2940.63
O94822	O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	12583.5	16167.8	20796	18343.8	19367	18048	18855.7	17784.2	16464.2	18156.5	16258.7	19217.6
O94826	O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	58373	65835.6	86491.4	76474.1	75101.5	69004.6	84739.9	84464.2	86303.3	88177.8	68008	79116.7
O94827	O94827	PKHG5_HUMAN	PLEKHG5	Pleckstrin homology domain-containing family G member 5	5227.23	6287.8	4295.2	4246.88	3986.31	4278.72	3695.59	4419.9	3286.01	3233.75	5698.28	3949.32
O94829	O94829	IPO13_HUMAN	IPO13	Importin-13	9216.75	11039.9	11254.6	10769.8	11036.8	12193.3	10052.6	8903.88	9831.7	9578.98	9540.69	10712.9
O94830	O94830	DDHD2_HUMAN	DDHD2	Phospholipase DDHD2	9734.72	13848.2	10498.2	13393.3	11239.7	14017.9	12295.8	10369.4	8670.66	11178.8	12086.4	11827.5
O94832	O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	8860.32	6395.54	6920.9	5680.53	6028.55	6204.4	3943.35	5699.87	4695.68	4446.31	5844.71	4929.13
O94842	O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	15188.7	13851.4	17922.6	20512.5	19265.6	14395	18348.9	16509.4	14421.3	19217.8	14548.7	21356.2
O94851	O94851	MICA2_HUMAN	MICAL2	[F-actin]-monooxygenase MICAL2	51519.4	58288.6	63238.3	52531	55979.8	59093.3	49674.9	63859.4	62466.2	59812.5	58270.7	62160.7
O94854	O94854	K0754_HUMAN	KIAA0754	Uncharacterized protein KIAA0754	18479.2	22808.7	18317.9	17494.6	20665	20126.4	14839.7	18081.3	18194.8	14599.8	19594.1	17792
O94855	O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	47852.6	55470.9	64913.4	59335.7	58248.8	66079	51672.4	44907.7	43864.9	51265.7	44558.5	48963.7
O94856	O94856	NFASC_HUMAN	NFASC	Neurofascin	14695.6	14919.6	15778.8	14117.6	15148.3	14002.4	11849.9	11963.2	10836.9	10453.5	10220	12967.1
O94864	O94864	ST65G_HUMAN	SUPT7L	STAGA complex 65 subunit gamma	4312.71	4031.32	4720.02	6589.07	5062.27	4117.48	6901.27	5780.14	6392.58	6637.23	5165.22	8095.59
O94868	O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	13005.7	10467.1	12915.2	11101.6	11627.3	12128.2	9599.35	9648.75	9944.53	9621.3	12748.5	10087.1
O94874	O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	65750.4	71234.4	69534.8	57540.9	61420.7	73337	59660.7	69171	67025.7	65969.3	64892.1	62515.6
O94875	O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	60369.6	61989.3	66359.5	72833.1	69271	57432.9	65900.2	70865	72943.2	65915.7	68159.6	72058.4
O94876	O94876	TMCC1_HUMAN	TMCC1	Transmembrane and coiled-coil domains protein 1	7283.44	7651.64	7708.64	7057.65	7331.63	7035.13	10275.8	9052.86	8776.83	8505.54	7580.67	10069.6
O94880	O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	17330.7	17372.1	17110.8	15294.3	17078.3	15581.6	18333.4	18380.9	18241.6	17434	18112.9	18300
O94885	O94885	SASH1_HUMAN	SASH1	SAM and SH3 domain-containing protein 1	12019.3	10161.5	11172.1	13438.6	12457.9	11422.3	8295.69	7584.57	8129.05	9425.83	8005.93	9773.47
O94886	O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	10455.7	7048.32	8494.55	6363.15	6855.93	7890.03	6892.11	9324.77	9083.39	8768.99	7016.79	5809.14
O94887	O94887	FARP2_HUMAN	FARP2	"FERM, ARHGEF and pleckstrin domain-containing protein 2"	8837.4	8777.88	4876.24	5015.35	5133.38	6169.38	5323.14	6151.68	5398.54	5065.75	7517.12	5842.87
O94888	O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	21356.8	18416.4	17137.1	20031.8	19739.7	16505	15721.5	12560.6	15217.1	15340.2	17645.7	17289.9
O94900	O94900	TOX_HUMAN	TOX	Thymocyte selection-associated high mobility group box protein TOX			2631.68	3725.84	2941.64	2445.22	6771.28	4568.48	5958.92	6545.75	2178.31	7896.98
O94901	O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	23789.3	23578.5	22001.8	17743.5	19519.6	22666.8	16671.4	23146.9	19823	17779.8	23199.3	19369.7
O94903	O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	23440.9	24068.4	35766.4	41916	38269.1	26164.8	40834.6	29161	30516.5	39045	25112.5	40469.2
O94905	O94905;O75477	ERLN2_HUMAN	ERLIN2	Erlin-2	153629	171687	187797	170432	171486	181453	180121	190949	201620	194323	167662	188911
O94906	O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	49017.5	51322.8	53148.1	46668.3	47774.6	55491.8	47288.6	59925.4	52774.1	50550.5	55333.4	51316.3
O94907	Q9UBU2;O94907	DKK1_HUMAN	DKK1	Dickkopf-related protein 1	5891.63	7078.78	9787.82	7491.26	6140.1	5494.46	6262.85	7283.73	5301.07	5341.58		4612.11
O94910	O94910	AGRL1_HUMAN	ADGRL1	Adhesion G protein-coupled receptor L1	5424.34	6102.54	5264.73	5412.9	5117.81	4727.79	3690.07	4486.79	4854.68	4026.63	5612.52	4991.41
O94913	O94913	PCF11_HUMAN	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	5571.01	3874.06	4818.08	4673.83	4588.32	4569.74	3905.5	3860.02	3260.16	4311.33	4090.68	4761.83
O94915	O94915	FRYL_HUMAN	FRYL	Protein furry homolog-like	338238	396918	390609	348158	347614	405021	329529	373455	331231	320517	367067	318699
O94916	O94916	NFAT5_HUMAN	NFAT5	Nuclear factor of activated T-cells 5	5766.89	4053.3	3940.31	4108	3724.76	6288.32	5068.77	4144.92	4008.88	4298.34	5318.79	4014.54
O94919	O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	118288	140424	148367	134672	130981	121500	134266	162225	150555	154007	141676	147282
O94921	O94921	CDK14_HUMAN	CDK14	Cyclin-dependent kinase 14	2936.24		5205.16	4654.56	5075.92	3636.88	4455.32		3843.11	5308.45	3838.24	3927.08
O94925	O94925	GLSK_HUMAN	GLS	"Glutaminase kidney isoform, mitochondrial"	47984.8	51663.1	61837.9	55881.8	57012.7	54615.4	53629.3	55237.2	50042.1	48871	50288.4	56042.4
O94927	O94927	HAUS5_HUMAN	HAUS5	HAUS augmin-like complex subunit 5	8051.04	8070.71	7584.63	7243.24	7016.45	7981.81	6723.65	7240.8	7038.03	6818.96	8207.26	6606.18
O94929	O94929	ABLM3_HUMAN	ABLIM3	Actin-binding LIM protein 3	2414.52	2071.93	3126.36	1815.63	2571.54	2275.62	1741.18	2049.85	2555.9	1889.71	1260.36	1638.16
O94953	O94953	KDM4B_HUMAN	KDM4B	Lysine-specific demethylase 4B	4267.62	5116.76	5670.19	5763.24	6371.78	5283.41	6366.73	5677.7	5387.13	7081.9	4213.08	5548.94
O94955	O94955	RHBT3_HUMAN	RHOBTB3	Rho-related BTB domain-containing protein 3	8104.78	9026.28	8718	8065.4	7519.31	9362.66	5848.48	7972.78	7040.66	7744.35	6339.68	6113.02
O94964	O94964	SOGA1_HUMAN	SOGA1	Protein SOGA1	7354.12	8030.12	6929.02	7964.5	7077	7251.8	6747.4	7792.75	6226.28	7054.55	8517.35	6856.92
O94966	O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	52420.1	64913.6	54038.4	53182.3	53173.4	61335.6	49144.4	51961.1	50266.2	52957.9	55624	50856
O94967	O94967	WDR47_HUMAN	WDR47	WD repeat-containing protein 47	13616.1	14180	14100.1	15865.8	14088.3	14601.2	14631.8	15051.8	15638.8	15329.3	14663.3	15294.8
O94973	O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	47232.2	57654.6	51052.6	50890.2	55159.6	62115.4	63881.5	51484.2	51548.9	62539.7	64029.1	59274.7
O94979	O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	145674	190107	192310	201545	191081	200614	179709	164737	158045	176810	159664	167222
O94985	O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1			1224.23	1134.47	1275.03	1706.57	1167.81		2331.17	2049.08		922.273
O94992	O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	17720.1	15750.3	19075.8	26925	22725.2	14098.9	22832.5	17330.5	19348.8	23287.5	16545.3	25533.4
O95059	O95059	RPP14_HUMAN	RPP14	Ribonuclease P protein subunit p14	8225.9	17660.4	10338.4	15171.1	15662.2	14540.3	13380.6	11704	11948	12432.3	14868.7	15592.7
O95069	O95069	KCNK2_HUMAN	KCNK2	Potassium channel subfamily K member 2	3195.21	4135.73	4882.12	4173.39	3972.82	3881.02	414.127	1720.52	2427.49	1325.48	702.775	
O95070	O95070	YIF1A_HUMAN	YIF1A	Protein YIF1A	4144.9	5030.23	4775.83	2690.83	4117.3	7011.98	4887.83	5715.29	3644.32	5987.38	7615.66	4408.82
O95071	O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	12256.5	12051.6	11044	10541.8	10079.6	11829.7	9888.46	10639.3	9681.59	8740.84	10620.5	10175.5
O95072	O95072	REC8_HUMAN	REC8	Meiotic recombination protein REC8 homolog	3523.9	3706.9	2823.81	2612.61	3084.8	2666.75	3470.2	4626.96	4122.93	3176	4393.44	3741.3
O95081	O95081	AGFG2_HUMAN	AGFG2	Arf-GAP domain and FG repeat-containing protein 2	4381.05	2255.23	3206.56	3666.33	2895.81	2778.31	4099.76	3871.26	3588.93	4674.33	4193.59	4079.44
O95084	O95084	PRS23_HUMAN	PRSS23	Serine protease 23	18640.6	17763.9	18184.6	13255.3	13785.6	15133.6	21499.9	23702.4	23746.6	19664.1	23291.1	19932.1
O95104	O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	18425.7	15603.9	16284.7	16947.2	16583.3	17721.5	16478.1	18277.4	15430.6	14475.7	19750.1	17225.1
O95136	O95136	S1PR2_HUMAN	S1PR2	Sphingosine 1-phosphate receptor 2		2477.62	1702.67	2107.22	2524.06	1733.05	811.474		1740.13	1205.7		3523.33
O95139	O95139	NDUB6_HUMAN	NDUFB6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	22636.1	20481.7	23856	25526.9	28790.7	21148.1	25104.1	26107.4	22639.2	24957.9	22590	28529.2
O95140	O95140	MFN2_HUMAN	MFN2	Mitofusin-2	30923.6	36592.5	31844.2	24506.6	26056.4	34014.1	28734.8	38204.5	33314	30198	34027.1	29527.2
O95149	O95149	SPN1_HUMAN	SNUPN	Snurportin-1	14039.5	16290.9	20654.1	19537.5	22398	19979.7	16537.2	14004.4	14434.1	15710.6	14005.6	15602.9
O95155	O95155	UBE4B_HUMAN	UBE4B	Ubiquitin conjugation factor E4 B	25623.3	30722.8	30351.6	29310.4	28944.8	29113.4	28034	27103.1	27114.9	26946.7	25579.2	28296.2
O95159	O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	10771.3	15067.5	18703.8	15446.3	25944.4	18829.5	17605	21858.4	18861.5	24532.9	11783.5	16573.6
O95163	O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	20072.6	25123.1	24081.8	24495.9	23381.8	25678.8	19115.2	17139.1	17892.5	17828.2	19236.5	17144.4
O95164	O95164	UBL3_HUMAN	UBL3	Ubiquitin-like protein 3	8838.1	8892.27	10406.9	11580.2	10258.5	7551.42	11995.5	11144.8	10705.7	11823.9	6812.44	11556.8
O95166	O95166	GBRAP_HUMAN	GABARAP	Gamma-aminobutyric acid receptor-associated protein	24891.3	26503.1	33405.6	31277.5	35498.3	28286.7	31262	27720	26754.2	29560.2	27514.3	32313.8
O95167	O95167	NDUA3_HUMAN	NDUFA3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3			5540.72	7206.62	9368.67	5032.34	14679.9	9594.02	14563.8	17627.1	4807.63	11473.9
O95168	O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	81129.1	76766.4	77461.6	68882.6	71950.4	72472.2	61175.5	76434.5	60166.8	70696.2	73859.4	60322.9
O95169	O95169	NDUB8_HUMAN	NDUFB8	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"	6650.84	8290.04	24818.3	28433.6	27877.1	11940.8	26190.8	20620.3	23334.9	29012.2	18727.4	28525.2
O95182	O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	16233.5	14121.9	17523.6	17671.5	14621.2	11801	14192.4	15315.5	16485.3	16656.7	11846.5	15657
O95183	O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	29668	45006	93825.8	74621.9	75640.7	57096.6	93356.1	87542.5	116168	101233	50839.5	98761.7
O95197	O95197	RTN3_HUMAN	RTN3	Reticulon-3	140805	156235	159121	140201	157776	133129	162541	177391	171128	192022	171006	173966
O95199	O95199	RCBT2_HUMAN	RCBTB2	RCC1 and BTB domain-containing protein 2		3345.47	1532.54	2012.04	4335.42	3137.66		793.83		858.513		
O95202	O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	74354.5	81041.6	89914.3	77586	80119.3	82712	92117.9	93014.3	85600.3	91192.7	90340	94357
O95208	O95208	EPN2_HUMAN	EPN2	Epsin-2	34719.8	29940.6	44156.9	46011.6	48447.7	30919.6	35351.8	34061.8	32008.6	30660.3	22952.9	31194.3
O95210	O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	11616.3	13484.4	18168	19478.2	17671.4	13938.5	21593.8	19054	21714.1	22093.2	17525.5	21928
O95218	O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	17828.5	26580.8	20611.4	15638.5	14288.1	19241.9	20872	18701.5	22046.9	25124.3	18565.2	19330
O95219	O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	33141	29979	29625.6	31322.1	31689.7	33314.6	34412.7	34304	31222.3	32462.1	33899	34725.9
O95229	O95229	ZWINT_HUMAN	ZWINT	ZW10 interactor	3392.14	2803.93	3606.6	3806.89	3476.03	2434.78	6708.05	5969.84	5794.57	6932.48	3264.83	6367.87
O95232	O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	17192.5	21943	23610.5	21799.1	23188.2	21405.4	22369.6	20295	22046.3	24514.5	20138.7	23048.1
O95235	O95235	KI20A_HUMAN	KIF20A	Kinesin-like protein KIF20A	2365.17	1773.11	2432.17	960.754	1733.81	2064.06	2849.35	2547.67	2152.91	1191.87	3366.29	1980.09
O95239	O95239	KIF4A_HUMAN	KIF4A	Chromosome-associated kinesin KIF4A	6349.02	8158.3	7627.96	6671.75	6948.15	6804	8987.9	10010.8	10189.6	9674.57	9588.43	8909.3
O95248	O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	24913.5	26789.2	25405.9	25071.9	24357	25856.4	26109.1	29533.9	28193.5	28460.1	28808	25864.1
O95249	O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	20537.3	21118.7	20247.9	18747.3	18603.9	20731.2	18868.6	19288.4	17621.3	17156.4	20709.9	19245.4
O95251	O95251	KAT7_HUMAN	KAT7	Histone acetyltransferase KAT7	6956.72	6568.93	5668.31	6319.63	5504.57	5756.89	7069.93	7746.57	6624.78	5438.63	7277.86	6625.84
O95260	O95260	ATE1_HUMAN	ATE1	Arginyl-tRNA--protein transferase 1	15589.8	16519	15400.5	17047.7	15457.6	16708.2	12940.6	9874.07	10435.5	13777	14150.8	13407.8
O95267	O95267	GRP1_HUMAN	RASGRP1	RAS guanyl-releasing protein 1	6733.9		6826.01	6784.93	6376.3	6203.15	8025.77	7100.29		6023.69		
O95271	O95271	TNKS1_HUMAN	TNKS	Poly [ADP-ribose] polymerase tankyrase-1	5051.94	2906.89	4132.2	4508.2	5207.05	3497.34	5459.67	4154.28	3686.73	4900.16	3267.7	4247.25
O95273	O95273	CCDB1_HUMAN	CCNDBP1	Cyclin-D1-binding protein 1	5364.72	4614.8	4422.24	4597.4	4943.72	3778.79	7811.89	6223.74	8209.66	8144.32	6477.78	6571.11
O95292	O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	81142.4	90255.1	87404.8	82605.1	86153.6	83676.2	98546.7	101538	104369	108420	81754.2	99393.9
O95295	O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	30866.1	32808.4	31381.4	33026.4	29042.5	28023	33134.9	28197.4	24722.6	32787.5	27905	28546.5
O95297	O95297	MPZL1_HUMAN	MPZL1	Myelin protein zero-like protein 1	28580.6	22477.5	30240.1	29966.2	24481.3	20326.3	34885.3	24680.8	29716.2	31844.3	24469.4	33032.8
O95298	O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	31348.7	30430.4	28987.9	28553.2	26869.8	29438	24731.6	29580	28171.3	26079.6	28877.7	28475.9
O95299	O95299	NDUAA_HUMAN	NDUFA10	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"	15556.1	17052.2	21914.8	22281.6	21006.8	16724.4	21253.5	21427.1	20349	17350.1	15335	21348.2
O95302	O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	137661	142459	137129	122899	148569	125203	142494	124341	137253	155580	118567	123446
O95319	O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	8202.78	8630.02	13349.5	13303.5	12378.6	12024.7	21181.1	22077.1	23448.7	22543.5	14518.3	23451.9
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	307301	315457	344672	420688	338405	335963	448708	375844	344256	375526	341965	387252
O95340	O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	21429.2	21758.3	22084.1	23922	22561.3	23521.4	14236.1	13255	14183.1	16288.8	18270.5	17693
O95347	O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	15763.6	17230.4	17488.3	15429.4	15679.8	17047.3	17807.9	20697.9	19915.2	18533.2	18244	18061.6
O95352	O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	29704	43265.8	37785.7	36810.2	33338.6	41564.6	29371.4	27596.3	25461.1	30921.7	24339.7	27840.4
O95359	O95359	TACC2_HUMAN	TACC2	Transforming acidic coiled-coil-containing protein 2	14119.6	10718.2	11282.4	15690.8	12471.5	10090.7	8880.13	8195.88	9284	10326.5	9131.99	10039.9
O95361	O95361	TRI16_HUMAN	TRIM16	Tripartite motif-containing protein 16	11656.9	10036.7	11601.1	11461.5	12910.1	13124.4	16867.5	17109.7	16593.5	18411.8	17493.7	16368.7
O95363	O95363	SYFM_HUMAN	FARS2	"Phenylalanine--tRNA ligase, mitochondrial"	7522.14	6603.28	8612.43	8122.85	8567.55	7681.15	11443.9	12283.1	10645	11678.3	10883.1	9570.73
O95365	O95365	ZBT7A_HUMAN	ZBTB7A	Zinc finger and BTB domain-containing protein 7A	2816.69	1170.98	1942.49	2236.24	1947.05	1408.94	2074.53	2006.88	2761.38	2128.24	2975.89	2368.78
O95372	O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	90369.2	96218.4	129497	136018	123176	112410	150724	89211	122863	170706	96402.3	137986
O95373	O95373	IPO7_HUMAN	IPO7	Importin-7	69639.9	102426	100725	88273.1	104686	115614	104359	84393.8	92871.9	97247.4	95324	99925
O95376	O95376	ARI2_HUMAN	ARIH2	E3 ubiquitin-protein ligase ARIH2	7640.68	7984.92	7839.62	7485.56	6614.14	7103.82	7776.25	6277.8	6326.72	6397.11	7471.52	6485.53
O95379	O95379	TFIP8_HUMAN	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	1136.12	2017.12	2489.83	1830.88	2377.88		2225.19	1973.82	2470.75	2003.3	2480.21	2119
O95382	O95382	M3K6_HUMAN	MAP3K6	Mitogen-activated protein kinase kinase kinase 6	6072.36	7153.55	4235.04	4625.11	4788.11	5939.07	3344.37	3761.72		3052.5		2432.71
O95391	O95391	SLU7_HUMAN	SLU7	Pre-mRNA-splicing factor SLU7	6505.51	4982.89	8097.34	6984.83	8502.54	8021.04	7438.89	7541.12	7642.26	8211.32	6375.09	7718.55
O95394	O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	91644.1	112426	116864	124390	121784	121788	152372	131970	135956	147259	128906	145098
