Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-111_4034.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-112_4035.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-113_4037.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-114_4038.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-115_4040.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-116_4041.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-117_4043.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-118_4044.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-123_4046.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-124_4047.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-125_4049.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-126_4050.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-128_4052.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-129_4053.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-130_4055.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-131_4056.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q13148	Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43		2969.55		4522.66	4801.37		3846.16	4262.07		4733.73	3162.82	5911.22	4093.7			5909.97		3337.86	4715.46	4985.4		5127.85	6473.67	2477.43	4347.35	3988.48	5264.94	9761.49	3837.51	6601.61		4551.52	8383.63	4418.76	8021.87	2231.6	4664.98	5907.45	4866.51	5712	5487.41		7113.78	4413.42	3624.83	6748.64	5497.71	3450.8	4656.4	3778.33	4112.98	4164.37
Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0			3066.66	7970.85	9962.81		5484.16	7982.36		8867.28	9568.32	9489.26	8293.7			10517.3			10925.4	7614.14		9308.69	8671.33	8803.55	6566.58	8938.82	10920.1	10093.9	9001.75	6876.51		8328.27		7899.81	8435.23	8682.01		8571.09	8542.53	10875.1	9268.61	6944.86	10153.2	8713.74	10210.8	12576	7375.75	5698.23	3377.03	4708.11	7416.52	5100.25
Q13153	Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1				3116.65						1813.09		3081.6										581.873				2684.66	1967.81																					2265.55	2139.42	2155.07	1867.03	2456.84
Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2				1692.15			1692.53			6494.88		3802.31				6715.52		4875		6284.69		3154.18						4915.46					2386.8						5867.81	3847.01	1442.57		3774.07			7767.22	2983.15	1754.73	1729.42	2223.07	1887.27	2205.06
Q13158	Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein																												1578.23									2103.61								1453.25			3222.99	2899.95	3205.66	2327.04	2907.13
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	2910.76	3786.18	3739.41	2124.54		2731.83	1599.99	2753.03	2304.03	2082.12	2105.15					2593.76		2326.44		1604.48	3592.37	2961.08	59537		2676.68			2906.72		829			4289	1269.51	3667.59	14074		8470.16	3316.72	1001.47	4236.24	3272.8	1483.4		2701.65	2242.05	12620.4	16097.5	19192.6	18506.4	16803.4	20202.5
Q13164	Q13164	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7																																																959.193	1669.67	1102.85	871.342	1060.5
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2		7329.21		6338.62	4971.62		6101.95	9067.56		9175.16	975.825	9066.37	7183.54			8538.38		4501.67	9424.05	2931.23		9686.78	6120.3	7062.51			5951.05	5706.04	6150.68	6907.39		6833.7					7771.17	6708.02	6110.1	5326.87	4179.42		5800.76	4795.46	6400.89	7481.04	9122.65	11777.2	11651.5	11445.7	9824.27	11150.6
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3				6347.69	6699.14		7739.52	2102.41		5259.79	3858.36	5066.82	5154.33			7329.97			5801.14	8979.8		3658.38	4794.45	3360.6	3426.06		3194.21	5342.8	4936.21	4566.68	6571.09	2003.16			5790.05			5010.27	2287.57	3008.86	3415.71		4425.88	5738.74	3106.69	3384.1	1593.77	6485.61	5086.99	6703.65	5318.69	7372.93
Q13188	Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3													2024.01																																			480.935	670.145	845.945	631.706	901.392
Q13190	Q13190	STX5_HUMAN	STX5	Syntaxin-5				3189.81			1565.36			1726.21	1500.91	3369.5	4582.83						2599.44		1861.95	3097.99	4175.17	2048.64	3200.09	2121.52	2910.68									7604.05		2239.33		2745.17	3823.32	750.449	1172.77		3024.47	2526.27		1523.49	1502.08	1322.59	1353.75	1422.39
Q13191	Q13191	CBLB_HUMAN	CBLB	E3 ubiquitin-protein ligase CBL-B																																																164.72	330.283	161.912	68.4313	228.061
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	3269.07	6590.54	5409	6855.44	8347.67	4165.6	6403.89	8192	6724.08	6531.56	4617.26	5781.58	7186.84		3391.01	7890.35	8653.63	6233.05	7571.48	4522.73		7493.18	5542.21	5659.93		3089.71	6188.68	5752.39	6056.48	5364.21	2800.16	7015.63	6522.79		9937.19		7185.55	5303.42	6330.56	7989.44	5678.55	1360.94	5089.04	3810.76	5384.37	5678.8	10470	10152.9	12444.4	11585.4	9768.48	11876.7
Q13206	Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10								1760.27											4868.61					2409.94								2903.52							2590.86							986.083		593.112	834.381	582.76	807.139	738.203
Q13217	Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	10301.8			2584.5	1916.23		4084.6	1548.73		3541.71		3103				3297.29			3631.08		7172.35	3627.36	3249.55		3629.13								3786.39				4302.57			4400.99							4806.64	2872.88	3138.01	2912.32	3371.92	2829.51
Q13227	Q13227	GPS2_HUMAN	GPS2	G protein pathway suppressor 2																																																363.421	172.361	443.106	428.368	368.011
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase				993.202			1774.97			36691.4					2604.27								38549.4		2279.34	1131.31									1659.01			6974.13	24617.2								2444.11	1904.13	2531.54	1984.11	1622.9	2032.05
Q13232	Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3				2431.19																																											3592.96	2810.35	4113.76	3871.51	3820.87	3942.62
Q13242	Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9				4562.42	8996		6376.9	7155.8		7552.46	8134.79	7315.63	5182.08			8102.6		3562.37	5012.35	7411.65		5616.27	5242.27	6728.49	7967.78	10063.1	4712.04	6451.95	4561.76	6294.05		6051.58		7598.01	4507.99	2637.01		5012.28	6062.12	6459.12	4664.91	8230.14	5365.81	6862.2	6249.51	7279.36	8925.49	14277.7	14121.8	15156.9	12798.4	16766.6
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5				2069.27	4108.73		1640.17	8747.28		5785.58	1575.76	1334.06	1820.16			3643.01			542.431	3397.91		4017.41		1373.28	7767.54		1793.47			6993.42				2892.29	3415.64		4499.29	6440.73	8412.76	3744.65	7273.73		7140.57	955.594	6606.45	942.553	4313.06	269.305	537.583	474.678	307.047	1263.61
Q13247	Q08170;Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	2274.82			18129.8	26983.3		19096.7	25619.1		19334.3	26080.6	19251.3	17185.8			21409.6	3467.77		22556.3	26955.9		23356.1	21881.6	14402.1	16614.9	9180.94	16985.3	13613.5	14438.5	15976.5	9529.41	15707.5		20694.9	25147.9			15414	13637.9	21239.5	18908.6	2966.57	18782.6	16192.8	18773.8	15807.3	19424.9	34099.2	26402.3	25083.7	25568.8	26294.9
Q13257	Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A					2307.45											6579.55			3417.99				2151.91							4909.38								2973.64				2499.15			4273.91			999.967	1308.51	1250.07	1309.62	1179.35
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta				14659.3	19467.3		14774.8	12476.4		14877.6	16577	15188.6	15340			19244.7		3717.57	16185.4	19463.7	1616	14304.6	14473.1	10889.3	12755.2	15433.9	15522	12317.1	17428.1	10877	35560.8	16977.9	4646.26	13806	19119.8	7450.21	4323.61	16450.7	13594.4	13951.3	16995.7	12202.5	16268.7	11690.6	18599.3	18935.6	10957.1	19625.6	19845.8	23367.9	18408	24960.9
Q13277	Q13277	STX3_HUMAN	STX3	Syntaxin-3																																																512.377	739.206	757.297	776.229	883.059
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	2880.95	2768.37		11613.9	15640		7395.25	10653.6	3384.44	9136.35	4913.81	12889.9	8137.63			12316.1	4925.5	8321.32	10380.2	14548		11881	5604.21	5437.9	5128.36		7192.8	8648.92	7146.63	7197.51		7894.85	4414.66		9518.79		5750.33	8446.16	8648.08	9929.98	9218.85		14826.2	9555.6	8004.04	8630.46	9389.27	12629.1	12274.2	14172.8	12356.3	13897.6
Q13287	Q13287	NMI_HUMAN	NMI	N-myc-interactor																																																489.081	626.166	322.224	333.323	361.803
Q13308	Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	1591.9			2396.91	2188.38	9315.38	3137.57				3651.69	2204.68	4140.85			3415.83		3500.12	551.388		14036.7	1116.8	7535.17	4581.38	3847.82	2792.79	4229.25	2937.09		2315.33		6164.18		3680.88	4292.28	2302.05	3121.82	5248.43	3533.73	3174.5	5327.07	4426.41	1335.58		4484.75	3730.36	3569.68	4005.47	4328.2	4736.51	5234.29	4786.82
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4		2398.81		5046.1	7970.57		3434.41	6498.5	2772.4	4491.77	4606.61	5780.16	6101.82	8238.23		6414.14		2906.78	6495.77	8081.39	1693.58	6340.67	7176.65	5776.43	2334.13		5617.89	3508.56	4589.58	6837.58		4537.46	919.507		4176.14		3731.82	4360.11	4503.18	7894.62	5436.16	4710.27	7313.85	4397.95	4582.39	4431.46	3824.99	4521.48	5534.17	4285.52	4304.24	4908.73
Q13315	Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM																											1955.47								1365.11													490.491	794.427	533.305	588.503	559.904
Q13322	Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10																						1111.56																								2122.11		1040.91	1776.47	1194.27	1147.27	1199.73
Q13325	Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5													1412.52					537.887																													1421.82	1397.95	2286.72	1142	1036.55	1415.56
Q13330	Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1				2287.87						2417.14		1227.24				9443.97				3443.16					3162.37										2767.3				3624.18								6432.3	1273.49	2085.35	1607.2	1687.77	1834.27
Q13332	Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S																																																825.925	1436.23	857.964	864.649	907.951
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I		1562.83		4512.89	6360.44		4370.12	5396.59	2242.83	6448.42		4851.06	3769.09			5336.77		2436.74	4573.47	3552.67		5273.77	3696.8	3174.66	4392.42		4292.53	3719.74	1635.75	2998.85					1668.54		2893.12	8857.52	4542.22	3587.23	3657.58		2516.07	4580.41	3674.68	4084.8	5985.41	5634.39	6422.5	5715.19	5436.13	6510.14
Q13356	Q13356	PPIL2_HUMAN	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2																																																499.293	815.662	641.108	547.439	541.867
Q13361	Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5																																																232.217	228.592	270.383	105.141	307.867
Q13362	Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform																																																2418.09	2749.79	2599.72	1179.05	2523.78
Q13363	Q13363;P56545	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1				5111.34	5324.7		3589.94	3399.56		5157.7	4811.15	7482.95	5094.31			4264.56			5134.66	2654.71		5513.05	7248.81	4497.35	2413.55	1408.93	4613.44	6462.58	3948.23	4980.47	8080.32	3206.52			6939.26		3002.77	6676.38	3039.65	5132.93	4013.95		6333.5	6117.43	3946.72	5911.23	4586.86	3452.85	5687.62	3927.58	3401.43	3588.75
Q13371	Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein																																															1818.39	1902.28	1796.91	1952.53	1783.08	2141.01
Q13393	Q13393	PLD1_HUMAN	PLD1	Phospholipase D1																																									453.053							279.032	438.245	280.627	287.607	289.996
Q13395	Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1																																																251.174	295.505	281.943	117.211	276.15
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	2076.12	8384.14		10039.2	9619.19	5018.95	10712.9	13042.2	5862.03	10330		8978.05	8450.14	5859.19	5326.66	10212.4		7693.72	7974.47	6802.47	3158.92	7147.53	8279.59	7428.52		3667.45	8209.98	7002.41	6809.61	9999.41	3444.04	9899			8120.52	3857.48	11779.2	10260.9	10326.3	8303.57	7396.17	2905.71	11348.6	5361.78	10325.6	11084.6	15635.7	27823.4	16195.7	27715	19941.9	29259.4
Q13405	Q13405	RM49_HUMAN	MRPL49	39S ribosomal protein L49, mitochondrial											20247.8					982.52						669.563	1230.49			1295.58	17220.9			7772.21		19337.4		3638.41								1975.75					7048.21	2431.22	2721.21	3411.96	2920.34	3541.43
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2		2331.15		3062.06	2237.09		2024.6	2682.78	5130.33	2237.45		3171.58	7947.22			4122.42			1522.84	4132.36		5934.05	1224.29	6021.47			2631.88		3605.49	4069.02		3722.93					5191.68	3027.02	3238.09		2248.82		4155.03			4332.65	5155.53	3972.58	4361.35	5581.75	4643.88	5672.39
Q13416	Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2																																																509.878	701.997	512.636	465.261	508.052
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase		3866.69		5913.95	4086.21		4699.79	4544.6	3493.36	4690.22	1555.08	6325.14	4565.75			4864.34		6691.36	5358.73			4072.96	4464.37	6532.29		1454.97	8024.57	4527.74	4675.15	4682.58		5889	6057.05	1769.66	1464.96		7997.39	10543.6	9625.34	4818.19	7671.51	2093.29	5240.52	8723.34	8884.67	5322.29	3896.77	6061.49	5089.49	6647.1	5593.34	6405.15
Q13423	Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	7429.72	972.66		4709.84	3582		2991.85	5208.24		3473.23	7097.03	4661.7	4900.86			2667.4		4734.32		4537.68		4290.75	8085.69	4661.99	6365.63	10908.3	5666.51	5012.27	7730.1	5776.31		5132.86		9751.07	7183.91	8300.35	3499.78	6778.34	3682.11	4772.23	9459.05	6409.27	4714.03	6468.79	7896.42	5787.49	5491.55	3005.84	3958.6	4021.79	5936.29	4114.69
Q13424	Q13424	SNTA1_HUMAN	SNTA1	Alpha-1-syntrophin							1356.66													1291.21							1548.67																					410.251	536.885	328.567	360.669	490.438
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	5208.86	3476.29		1649.82	2400.78		5319.07	2193.6		3311.86		3903.91	5844.82			3048.08		5100.39	3312.6	5099.32	7189.15	4363.19	4566.85	1772.73			1588.67	4086.3	2467.61			2029.92			3289.05		4036.96	6712.12		3159.64	2935.53		2733.25	3857.49	2097.91	1676.38	7104.27	1588.45	2070.14	1386.74	1615.12	1398.83
Q13426	Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4								1139.28											3207.37																											2437.83		1195.42	983.707	1114.32	1025.05	1314.87
Q13427	Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G				1503.13			5085.43	1791.24		4154.3	6437.23	1277.61	1461.74			2289.82			3198.75	5241.07				3901.82	1349.98	1695.02			2334.9	3671.77				3391.49	1745.35			2375.7	2399.63	1796.74	4343.91	2444.66	4564.4		4174.86	3192.81		2575.3	1955.1	1941.3	2194.74	2093.63
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	4867.49	3057.84	9809.52	6968.89	4142.77		6470.03	3714.51	9280.07	7896.6	4059.26	3747.11	5262.32	9545.62	13689.1	5248.46	5918.7	7283.9	6773.38	7280.5	6512.14	10220.5	10557.3	11634.6	9988.89	5373.54	6040.62	1751.74	8573.84	7633.76	3034.4	6229.89	3126.54	4687.47	12036.3	17372.6	10790.7	8089.53	7447.15	10428.7	6030.66	12340.3	9284.25	3955.35	5689.91	5420.17		4718.59	4523.72	4684.22	4609.59	4921.83
Q13432	Q13432	U119A_HUMAN	UNC119	Protein unc-119 homolog A																						2860.78																										1467.11	1662.16	1433.35	1291.23	1510.12
Q13433	Q13433	S39A6_HUMAN	SLC39A6	Zinc transporter ZIP6																																																1444.99	1814.91	1816.35	1770.39	1742.63
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2				4928.36	7785.02		6446.2	5938.84		5924.35	6570.67	7001.04	6976.32			5963.98			4167.1	8711.82		6703.56	5452.5	5629.59	5013.73	6655.65	7493.5	8987.66	4613.16	5450.35		7103.46		7472.62	5393.25	8753.76	1761.51	4921.58	4479.46	5585.07	5545.58	5923.82	9305.98	6165.15	6551.81	4219.81	7781.33	9512.1	9195.86	10314.8	9154.25	11261.4
Q13438	Q13438	OS9_HUMAN	OS9	Protein OS-9	3991.82			2768.14	3005.47																								5180.71																			1956.99	1258.01	1869.02	1731.54	2123.31
Q13439	Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4				1354.9							7289	9930.32			2169.48	751.032						1114.53		1222.87	2969.84		2107.1		2278.15													3018.29				3994.92	3467.2	1243.21	1409.05	1478.02	1363.5	1600.55
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	3497.96	7489.38		6286.24	7259.46		10212.5	9352.88	5986	8638.42	1175	7731.57	10073			9604.84		4706.46	7332.56		3609.22	5498.43	6205.82	5754.7		1750.61	5789.61	7455.5	11011.6	6820.39		10195.5	4738.52		4651.14		3145.41	4239.17	4670.54	6969.17	3151.9		4837.67	5116.43	6078.28	7967.17	13798.7	6410.27	7460.28	5987.94	5587.75	6151.18
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9				2774.33			1747.77	5644.17			3367.21	3774.99	2461.47					4715.13	3006.17		2859.05	10055.4				3482.63								3405.14		5074	3317.67	996.341			4824.99	3114.63					7001.63	2937.75	2063.06	3091.57	3665.64	2954.16
Q13444	Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15																																																669.647	840.087	611.401	502.842	609.805
Q13445	Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	2568.95			2481.37			1055.31	1808.38		2269.45	3973.78								954.281	2158.02	3858.93		1964.97	757.42		1696.03	1218.63		2372.38	3074.19		1865.5			2408.76		1821.26		814.68		2224.8	2676.95		1664.71	3547.79	3363.43		6164.72	3333.97	6472.95	5232.43	6736.75
Q13449	Q13449	LSAMP_HUMAN	LSAMP	Limbic system-associated membrane protein																																									2244.37						4885.75	4944.36	4028.17	6022.24	5985.79	5823.04
Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5				3692.66	4092.86		5391.04	5654.04			1028.11	5481.96	4478.26			3238.17		688.746	2587.78			2285.9		5691.23			3051.23		3391.37		3928.89	4141.48					2154.56	599.825	4053.17	2027.82	3608.86			6273.15		2730.36		2799.25	2481.8	2173.43	1949.33	2261.74
Q13454	Q13454	TUSC3_HUMAN	TUSC3	Tumor suppressor candidate 3		79108.4		835.534	1542.84							1975.66										2753.05																						812.816			3734.41	2220.6	3171.22	2327.82	3289.89	2436.52
Q13459	Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	4797.34	3312.75		3749.27	2996.08		2943.32	2675.82			3064.03	2936.01	2410.52			1187.3				7786.26							4280.04	4710.44		4349.16		1653.38						1435.12	2169.59		2514.08			1984.83		2075.21	4904.4	1504.64	1970.27	1765.48	1783.33	1937.53
Q13464	Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1		2393.18					851.416	6101.29		1397.94		5235.27				3208.17						2174.9					2861.6	11551				2985.98					2345.51				1324.08							1342.25	1425.72	1519.53	1466.92	1493.41
Q13480	Q13480	GAB1_HUMAN	GAB1	GRB2-associated-binding protein 1																																															17819.2	7644.88	8489.64	8835.38	6996.81	8520.14
Q13485	Q13485	SMAD4_HUMAN	SMAD4	Mothers against decapentaplegic homolog 4				1240.98																									5712.77																			1329.64	1669.12	1390.5	1179.64	1583.58
Q13488	Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3				2611.35							7279.17		5130.81										1886.92				1886.79																			1027.66	3470.51	1011.78	2021.15	979.645	1139.75	1114.93
