Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-13_13150.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-14_13151.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_control_75ng_3-2-2024_Slot2-15_13152.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-16_13153.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-17_13154.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_infected_75ng_3-2-2024_Slot2-18_13155.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-2-2024_Slot2-19_13156.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-20_13157.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_f_w_virus_75ng_3-3-2024_Slot2-21_13158.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-02_13141.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot1-03_13142.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_control_75ng_3-2-2024_Slot2-01_13140.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-04_13143.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-05_13144.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_infected_75ng_3-2-2024_Slot1-06_13145.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-07_13146.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-08_13147.d	E:\Lucy\20240301_astro_w_229E\LucyC_pri_astro_m_w_virus_75ng_3-2-2024_Slot1-09_13148.d
P09110	P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	12382.3	16192.6	12790.4	11926.1	16311.7	12972.5	49772.7	44017.3	46800.2	9578.85	10112.1	10032.2	10416.6	9585.1	10965.3	11633.2	11612.1	11683.5
P09131	P09131	P3_HUMAN	SLC10A3	P3 protein	14636.7			11547.1				61622.5		26861.2	21382.3						26628.1	26362
P09132	P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	3779.4	4925.1	5629.61	4393.81	4216.35	7087.83	15632.6	23342.5	25056.5	2722.12	5326.98	5888.25	5071.15	4517.78	4525.72	5318.26	6059.21	6802.23
P09211	P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	137021	130256	127915	93077.9	175919	133844	485007	565507	616801	74316.6	111890	93483.6	117740	118634	92950.2	136818	117737	135176
P09234	P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	1779.85			2419.94			21643.1	16383.9	15294.7	10803.1	14046.3	2558.3	12853.7	10033.2	10282.4	15940.2	17716.1	12427.7
P09382	P09382	LEG1_HUMAN	LGALS1	Galectin-1	314149	304342	253974	261172	331265	313792	1.6108e+06	1.77265e+06	1.6223e+06	292531	512455	339640	382680	514008	361481	367017	340645	447509
P09417	P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	26570.7	26958.9	30395.6	27352.8	35752.8	28925.1	37763.4	31424.5	35435.6	22023.1	20322.2	13587.3	26322.8	23858.6	22509.1	21808.2	23510.7	20954
P09429	P09429;B2RPK0	HMGB1_HUMAN	HMGB1	High mobility group protein B1	12627	7897.75	9137.5	8010.19	9890.31	8739.97	156598	258353	246969	253364	252419	20659.6	275293	263499	257857	317496	297903	279177
P09455	P09455	RET1_HUMAN	RBP1	Retinol-binding protein 1	10430.9	11434.5	12265.1	12687.5	12817.7	11524.3	50946.8	84529.7	88651.8			8442.79						
P09467	P09467;O00757	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1	9315.07	7566.31	7868.4	8014.42	7403.03	8816.05	3406.55	3419.68	3816.62	3702.49		7225.35						1625.1
P09471	P09471	GNAO_HUMAN	GNAO1	Guanine nucleotide-binding protein G(o) subunit alpha	1873.43	2359.64	850.367	1707	2020.65	1869.92	3850.19	2165.18	2086.69									
P09486	P09486	SPRC_HUMAN	SPARC	SPARC	29966	31350.3	34109.4	39690.5	37822.2	39139.7	51890.5	106126	110613	101017	126440	17104.5	92715.8	107864	99230	81723.5	91458.7	101860
P09488	P09488;P46439	GSTM1_HUMAN	GSTM1	Glutathione S-transferase Mu 1	31278.7	31620.5	28862.4	26771.6	28259.1	27483	28696.7	23108.9	20270	19796.4	20021.1	31317.2	20204.8	19142.4	20167.3	22442.6	18353.6	21549.7
P09493	P09493;P06753	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	24015.4	17839.6	22548.4	21391.7	21779	22000.4	916396	1.58219e+06	1.55588e+06	62130.6	61507.2	6255.25	55984.5	56031.6	53282.8	37879.6	41821.9	49697.6
P09496	P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	105474	93969.3	118496	113026	132774	115704	291252	451827	515823	228555	267109	117699	258221	302077	231335	234872	243350	257585
P09497	P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	8646.19	9320.3	11239.8	10563.6	13493.6	11441.2	66037.3	97745.1	102140	40804.3	59026.7	8093.27	56344.3	74527.8	47380.1	49847.4	48017.7	50841.6
P09525	P09525	ANXA4_HUMAN	ANXA4	Annexin A4	63612.3	53486.3	63566.6	73127.1	78199.2	76350	57987.4	56897.7	55735.6	26070.5	29467.4	44301.3	27926.4	28648	28275.8	29835.6	29832.1	29128.3
P09543	P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	63538.1	63683.1	63998.2	66582.2	69663.3	68715.5	77430.5	67811.8	69380	44122.1	46100.1	51570.7	43651	48140.3	44649.9	44201.1	39603	41994.5
P09601	P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	22114.5	21802.5	20243	22046.9	20350.5	22044.1	104494	70026.5	70298.8	1948.88		7252.65	6261.32	1135.2		1948.44	4271.15	5446.31
P09619	P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	11986.3	13538.8	12968.1	10216.3	12318.6	11584.5	6364.06	4533.95	6300.63	11987.8	15039.3	18859.5	14061.3	15934.7	12315.6	11257.7	12127.9	12005.3
P09622	P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	6418.08	9542.67	7230.58	5973.41	6757.1	6794.49	56340.1	52413.7	51442.4	51259.4	56637.7	4687.77	56948.6	50404.4	55925.7	58391.6	54800.6	54958.7
P09651	P09651;A0A2R8Y4L2	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	224390	238077	227463	183768	264516	230055	618508	454251	489203	644666	633105	318013	658171	668166	628730	637080	760692	615116
P09661	P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	30196.3	32398.3	30229.5	35238.9	33232.1	32768.1	71010.9	61307.1	61812.2	85878.2	86707.8	37307.4	90530.1	83172.8	83655.3	95574.9	89525.4	88057
P09668	P09668	CATH_HUMAN	CTSH	Pro-cathepsin H							2472.84	3701.24	4481.28							5166.57		1684.01
P09669	P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	55147.7	54425.9	71717.9	55539.2	55238.5	65880.1	88197.4	75730.2	78671.4	149014	158458	59592.9	165504	156064	162111	166822	171882	163846
P09769	P09769	FGR_HUMAN	FGR	Tyrosine-protein kinase Fgr										7611.53	4482.8		3609.88	4425.2	4697.82	3077.82	1855.19	3513.37
P09874	P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	62360.8	54544.3	57018.3	57347.1	56747.1	58206.7	63191	52133.8	51491.1	55048.4	60923.8	97957.5	61775.2	58209	57622.4	88087.8	80208.1	80286.1
P09884	P09884	DPOLA_HUMAN	POLA1	DNA polymerase alpha catalytic subunit	5160.75	5268.96	6215.61	6014.66	6024.84	4936.66	3968.03			4496.67	7234.08	11120.9	7136.1	4814.2	6517.35	9822.21	7602.93	9928.11
P09913	P09913	IFIT2_HUMAN	IFIT2	Interferon-induced protein with tetratricopeptide repeats 2	4351.56		3935.13	6711.72	10757.7	4618.02	28184.4	23317.4	23723.2	19789.6	13190.3	5288.39	17841.5	18996.1	13828	16964.2	9816.87	10161.2
P09914	P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	6423.11	7759.47	8679.25	14983.4	16739.1	16474.9	87928.1	75074.4	74065.4	30696.8	18381.6	2626.64	22306.5	23774.7	14462.7	20660.4	11618.3	14367.2
P09936	P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	866313	910594	896823	741286	792297	693070	754464	571769	569817	11180.4		449192				10663.5	10451.9	2738.68
P09958	P09958	FURIN_HUMAN	FURIN	Furin	4479.2		4165.71	5273.81	4486.26	5421.99	3556.42	5681.6	4892.82	18573.9	18433.7	3660.1	13583.1	18592.3	16966.2	12959.9	13988.8	14027.1
P09960	P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	83437.3	74070.7	79868.5	78571.1	78491	81229.3	72090.1	63262	63175.9	32051.2	37337.4	61226.8	38009.3	36604.8	35175.6	39535.7	39807.4	38676.5
P09972	P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	42479.9	50331.1	45210.5	50683.7	46533.6	46614.5	30320.4	32054	28953.4	153429	154566	25075	164483	155882	165284	119080	120429	113290
P0C0L5	P0C0L4;P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	40732.7	39031.5	41068.1	38703.4	38998.7	43652.6	44256.8	60726.2	54842.8			45955.9			5448.1			
P0C0S5;Q71UI9	P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z	47877.1	45154.6	33448.5	44436.5	28952.3	46576.2	227957	182707	191869	705004	626216	82923.8	653804	742236	719025	781583	639406	643567
P0C0S8;P20671;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1	Q96KK5;Q99878;P0C0S8;Q16777;P20671;Q6FI13;Q9BTM1	H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2AJ_HUMAN	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC7;H2AJ	Histone H2A type 1	17465.7	15479.8	14856.8	18256.3	8503.02	16762.1	70596.1	23469.4	26601.7	100686	194516	44265.5	140523	161457	146811	199031	128760	246323
P0C6X1	A0A1B3TNA0;P0C6U2;P0C6X1	R1AB_CVH22	rep	Replicase polyprotein 1ab			5397.98				20660.1	19687.8	20075									
P0C7P0	P0C7P0	CISD3_HUMAN	CISD3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	5120.99	5463.55	5020.64	5229.97	5198.55	4952.1	3623.54			3454.36	4030.8	3476.49	4003.06	3325.22	3844.31	4806.47	3657.63	2164.98
P0C7P3	P0C7P3	SLN14_HUMAN	SLFN14	Protein SLFN14				6323.78						16154.2	13623.8		14774.7	14723.4	13632.7	11779.6	12245.6	12396.7
P0C870	P0C870	JMJD7_HUMAN	JMJD7	Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7	4320.52	4900.51	3884.74	4661.47	4799	4059.36	4250.13	5593.06		3575.57	3215.8	1279.66	3112.58	4254.08	2373.51	2767.04	2489.83	3718.11
P0CAP2	P0CAP2	GRL1A_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A	3108.27	2424.56	4216.13	4161.47	3814.29	5912.42	5461.18	5218.92	5980.96	7214.7	5285.48	6011.24	4336.06	4777.09	8282.98	5666.37	4537.12	5401.11
P0CG12	P0CG12	DERPC_HUMAN	DERPC	Decreased expression in renal and prostate cancer protein	1936.56	8383.89	8593.45	19916.9		3101.81	8567.31	7016.51	6872.92	16379.2	20530.1	2955.91	17305.4	23189.4	19362	16044.6	16718.1	15394.3
P0CG13	P0CG13	CTF8_HUMAN	CHTF8	Chromosome transmission fidelity protein 8 homolog				1789.41							2463.99	2237.17	3024.58	2415.23		3769.53		
P0CG23	P0CG23	ZN853_HUMAN	ZNF853	Zinc finger protein 853			1498.23						2487.48				4378.32	2693.44	3395.51	2572.1	2559.61	3373.68
P0CG29;P0CG30	P0CG29;P0CG30	GST2_HUMAN;GSTT2_HUMAN	GSTT2;GSTT2B	Glutathione S-transferase theta-2	37941.5	41345	34725.8	35595.5	37203.3	39735.9	34212.9	28195.7	31250.1	5525.97	6117.87	1918.13	7908.75	4814.48	4693.63	6338.08	6688.64	5039.56
P0CG34;P0CG35	P0CG34;P0CG35	TB15A_HUMAN;TB15B_HUMAN	TMSB15A;TMSB15B	Thymosin beta-15A							1594.66	2569.31	1608.16	2104.61	2525.24		1170.31	1593.01		1177.34	358.996	1726.38
P0CK96	P0CK96	S352B_HUMAN	SLC35E2B	Solute carrier family 35 member E2B	2120.81	3410.28	2663.47	2077.95	2904.23	2344.06	1502.9		2154.5	1738.25	2025.11	2022.99		1875.76	1752.07			2328.27
P0DI81;P0DI82	P0DI81;P0DI82	TPC2A_HUMAN;TPC2B_HUMAN	TRAPPC2;TRAPPC2B	Trafficking protein particle complex subunit 2	3248.3	3201.12	3934.26	4681.27	3154.67	3886.68	5435.26	3578.54	4854.78	3380.02	4282.02	3303.66	3405.29	1887.3	3925.51	6677.4	6119.59	6434.44
P0DJ07	P0DJ07	PT100_HUMAN	PET100	Protein PET100 homolog, mitochondrial	4884.62	4929.01	5447.28	6187.89	5149.65	6682.88	4963.88	4902.74		11278.9	9442.14	10236.8	10211.1	11328.6	10617.4	10589.2	9371.66	9295.83
P0DJ93	P0DJ93	SIM13_HUMAN	SMIM13	Small integral membrane protein 13	3027.08	3404.04	3261.13	3107.31	2296.84	4385.17	2545.26	3239.79	3315.38			2885.23			1620.61			
P0DJD0;P0DJD1	P0DJD1;P0DJD0	RGPD1_HUMAN;RGPD2_HUMAN	RGPD1;RGPD2	RANBP2-like and GRIP domain-containing protein 1				171.395									1113.61					1075.12
P0DMM9;P0DMN0	P0DMM9;P0DMN0	ST1A3_HUMAN;ST1A4_HUMAN	SULT1A3;SULT1A4	Sulfotransferase 1A3										50746.9	60302		56322.2	60601.8	50485.1	59691.7	49448.2	56329.7
P0DMQ5	P0DMQ5	INAM2_HUMAN	INAFM2	Putative transmembrane protein INAFM2							4576.79	2372.54	7375.82	6269.53	3647.01		7040.07	3625.1	4881.31	5379.87	4291.55	2762.03
P0DMU7;P0DMU8;P0DMV0;Q5HYN5;Q8NHU0	Q5HYN5;P0DMU8;P0DMU7;Q8NHU0;P0DMV0	CT451_HUMAN;CT453_HUMAN;CT455_HUMAN;CT456_HUMAN;CT457_HUMAN	CT45A1;CT45A3;CT45A5;CT45A6;CT45A7	Cancer/testis antigen family 45 member A6	8563.85	11238		11139.6	5778.44	7825.67		2257.22	3445.79	5538.29	6976.95		5657.84	5890.24	4842.28	5779.99	4970.98	7247
P0DMV8;P0DMV9	P0DMV8;P0DMV9;P34931	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	121630	118771	110971	108948	108238	106914	547302	462401	447088	293059	335491	107245	277858	337036	307776	289717	266257	292773
P0DP23;P0DP24;P0DP25	P0DP23;P0DP25;P0DP24	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	17815.9	27283.7	15050.6	35980.6	40251.7	47915.1	564502	1.15835e+06	1.2228e+06	132105	161938	25729.8	108780	110830	120306	112037	83016.5	106265
P0DP91	Q8N328;P0DP91	ERPG3_HUMAN	ERCC6	Chimeric ERCC6-PGBD3 protein	8563.73	8701.92	7841.72	6515.16	7633.31	7163.28	8459.07	9916.6	10404.3	7391.5	11111.7	6533.27	11218.5	11547.4	10060	11487.8	12650.9	10553.4
P0DPB5	P0DPB5	RPC22_HUMAN	POLR1D	Protein POLR1D, isoform 2	1314.88										3488.59		3216.92	3300.22	2298.6	4058.58	4371.44	3519.42
P0DPB6	P0DPB6	RPAC2_HUMAN	POLR1D	DNA-directed RNA polymerases I and III subunit RPAC2	13771.7			21885.7		14777.5	15857.1	21171.3	21942.2	14818.5	18104.1	13385.6	15924.9	17776.8	13478	19068.1	22370	22191.2
P10071	P10071	GLI3_HUMAN	GLI3	Transcriptional activator GLI3	1095.98		1390.79	1686.97	1316.58	1147.05						1769.88			1642.72			829.171
P10074	P10074	TZAP_HUMAN	ZBTB48	Telomere zinc finger-associated protein	14521.5	10834.5	15820.2	15894.9	15778.5	14570.8						12647.5	5763.83	8803.36				8178.91
P10109	P10109	ADX_HUMAN	FDX1	Adrenodoxin, mitochondrial	9057.15	10570.7	16908.5	13660.4	11911	13788.5	15027.7	20164.8	14542.7	7145.87	8577.88	9654.98	7751.83	9708.94	8532.3	7247.93	9766.81	9075.99
P10114	P10114	RAP2A_HUMAN	RAP2A	Ras-related protein Rap-2a	7923.31	9039.68	9579.91	7330.79	6125.95	7651.82	7385.51	8406.13	8107.77	5731.79	4488.95	9091	5215.1	4597.42	6373.63	5483.88	5221.87	3689.67
P10124	P10124	SRGN_HUMAN	SRGN	Serglycin										70959	102471		92942.4	90765	70506.2	97990.1	91123.2	112062
P10144	P10144	GRAB_HUMAN	GZMB	Granzyme B										3913.62	8357.26		2820.13	11274.5	3190.24			4414.09
P10145	P10145	IL8_HUMAN	CXCL8	Interleukin-8							5677.69	6926.29	6482.42	9772.71	6153.79		7615.62	6687.74	8523.6	6232.22	7459.16	5905.68
P10153	P10153	RNAS2_HUMAN	RNASE2	Non-secretory ribonuclease							6198.92			11231.3	3557		3649.52	3863.41	4638.68	12547.3	6798.01	9282.97
P10155	P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	59924.7	60144.5	64089.5	55738.3	60145.1	57801.7	48651.6	45089.7	46321.4	33977.4	34382	43088.7	32996.7	36200.6	39177	29524.8	28204.1	29144.2
P10253	P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	9006.69	8590.02	8840.18	8159.67	9346.93	9138.58	51651.8	92044.8	91097.3	6016.27	6017.3	5378	7610.78	5481.71	6083.53	8221.23	6993.6	8066.24
P10301	P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	47515.5	55623.1	46942	41678.2	52816	52957.5	42736.9	64935.8	62110.7	45633.9	43663	44169.2	42935.6	46987.2	51953.9	36128.6	40670.7	37057.8
P10321	P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	48569.3	48576	47216.2	48586.9	49310.4	52495.8	61213.6	73860.2	74114.2	88274.3	96984.8	29301.6	93057.5	81765	71552	77398.5	92903.4	70105.6
P10398	P04049;P15056;P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	14057.4	12222	11875.4	13409.4	14788.4	13526.3	12429.2	12257.3	12496.8	13191.2	12548.8	11658.4	12370.3	12517.1	13087.5	11794	11435.1	11305.6
P10451	P10451	OSTP_HUMAN	SPP1	Osteopontin							9431.45	16253.2	17913.8						375.036			
P10515	P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	52317.6	35997.9	32819.2	45958.7	34874.9	51297.6	57095.6	57050.9	46166.9	40160.6	46843.2	73986.5	48144.3	55406.7	44915	53892.1	60513.4	51238.8
P10586	P10586;P23468	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	83878.4	70153	78770.8	84434	92412	89050.4	68526.7	87708.2	81046.6		42523.7	112394			3684.82		28473	2463.96
P10588	P10588	NR2F6_HUMAN	NR2F6	Nuclear receptor subfamily 2 group F member 6	2580.43	3464.35	3944.69	1612.25	3235.99	2273.59						2776.95						
P10589	P24468;P10589	COT1_HUMAN	NR2F1	COUP transcription factor 1	8824.76	7694.82	9352.79	8528.62	8469.52	9455.38	5205.42	4590.31	7787.29			6210.35						
P10599	P10599	THIO_HUMAN	TXN	Thioredoxin	19136.4	18370.7	16063.6	16245	20057.4	21670.7	487957	1.28166e+06	1.24488e+06	162415	183441	11967.3	183218	174965	165161	212113	206753	185970
P10606	P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	2608.8	3528.81	3371.67	3246.8	3593.64	4496.39	74127.2	243624	208970	74193.2	62595.4	3781.02	69051.2	77733.2	71609.4	80406	76202.1	65325.8
P10619	P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	32527.2	34007.5	33244	34710.6	26841	35418	35141.4	31692.5	27705.6	27953.6	49838.4	18950.2	59312.7	49050	41374.5	52090.2	46519.6	59616.3
P10620	P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	18678.8	5479.25	10860.7	20921.8	21112.6	19477.2	18491.1	14508.8	16395	5008.62	4770.46	24819.4	5265.2	2740.43	3938.81	7894.47	8118.42	6997.4
P10644	P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	41591.2	41569.4	45935.1	43087.2	43010.7	42696.7	31960.9	30730.7	30860.2	73924.1	91152.6	55715.6	89286.6	88889	79765.1	77552.6	76714.8	84680.6
P10646	P10646	TFPI1_HUMAN	TFPI	Tissue factor pathway inhibitor	3197.13	3099.09	2710.2		4007.99	2600.31	5631	15968.2	7920.25	20076.8	18454.4	2442.49	16704.2	22569.7	19231.3	13834.6	16279.6	15082.2
P10720	P10720	PF4V_HUMAN	PF4V1	Platelet factor 4 variant										22529.5	31788.4		25482.3	22011.5	24385.3	19819	16431.9	31996.4
P10721	P10721	KIT_HUMAN	KIT	Mast/stem cell growth factor receptor Kit								6005.76		48700	51869.3		45590.6	49270.4	46391.5	35898.2	38956.6	37641.8
P10746	P10746	HEM4_HUMAN	UROS	Uroporphyrinogen-III synthase	30133	25481.8	28227.7	28545.5	30668.6	33691.8	26650.7	24622.4	26670.9	18399.5	19516.6	23415.3	17423.5	18903.8	15198.2	19405	19270.8	21847.2
P10768	P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	137313	156371	159996	149516	164708	162936	207548	199219	199595	137510	131764	129088	131215	140483	125287	139238	142918	135106
P10809	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	203437	191620	212129	243927	243970	262642	383259	344273	343114	398425	459750	253349	444106	410784	470677	490461	489922	515452
P10909	P10909	CLUS_HUMAN	CLU	Clusterin	27175.2	25376.2	27648.9	32805.6	37627.5	38459.9	35008.5	32711.6	31965.8	67601.5	74380	10858.5	73576.1	75975.5	75284	61562.2	63873.2	73701.6
P10915	P10915	HPLN1_HUMAN	HAPLN1	Hyaluronan and proteoglycan link protein 1	4945.97		5803.16	5457.33	2100.16	5034.26		4127.74	4471.45			3466.29						
P11021	P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	236105	214610	221916	233457	233060	238280	1.18845e+06	1.07521e+06	1.10714e+06	1.01337e+06	1.0213e+06	278209	898411	1.04479e+06	1.0371e+06	951549	906732	967985
P11047	P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	31822.4	30521.7	28261.8	28988.3	33931.2	32085.1	44060	59400.4	56755.8	2125.94	1841.37	20484.8	1129.57	1628.79	2088.86	1260.42	1340.88	1519.94
P11049	P11049	CD37_HUMAN	CD37	Leukocyte antigen CD37										28478.7	31641.1		25681.9	29440.8	30497.6	24419	26177	25738.5
P11117	P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	53639.8	46056	53409.9	66554.4	53204.8	68517.6	78595	101754	98093.7	33881.3	31365.7	31904.6	34012.1	32099.2	34031.5	24672.1	25676.4	26636.8
P11137	P11137	MTAP2_HUMAN	MAP2	Microtubule-associated protein 2	15874.8	16530.5	15632.9	15295.4	14333.6	15485.9	31422.3	29159.9	29205.2	11852.7	8576.72	11210	8332.09	9926.06	9030.52	4769.24	5121.86	5584.64
P11142	P54652;P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	455752	415210	402745	354044	358440	382227	1.09407e+06	841078	846398	907306	1.11473e+06	445431	1.07505e+06	1.05848e+06	972998	1.10769e+06	988278	1.15727e+06
P11166	P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	256186	247502	233261	242057	232890	256868	134599	165118	160517	49541.6	53122.4	295970	71598.1	50240.8	60658.4	56996.2	55307.4	52555.4
P11169	P11169	GTR3_HUMAN	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	12254	9946.12	13786.4	14189.3	16157.1	11851	16072	15146	20425.5	383512	552192	21012.8	521135	547696	452332	446511	464194	476467
P11171	P11171	EPB41_HUMAN	EPB41	Protein 4.1	12174.9	9676.77	10756.3	10223.7	10513.7	12614.4	12868.4	12135.9	13807.3	29503.8	30921	8174.12	27891.2	33230.5	32373.4	28767.6	28968.6	32049.8
P11172	P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	31500.6	30885.6	30591.9	33670.6	32712.3	33536.1	30323.6	30545.1	31289.7	35073	32758.7	27926.4	32344.4	31078.6	32248.9	31797.4	33561.1	33216.1
P11177	P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	74479.7	78519.3	76164.4	72189.9	69512.6	72523.8	76802.8	69036.9	68735.7	80456.2	81507.2	64171.9	80872.7	86301.1	79326.6	87987.7	81818.6	81408.7
P11182	P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	19273	17663.3	17452.3	16945.5	17668.7	16893.3	22979.4	23215.6	22114.2	21796	21574.9	16466.1	27222.1	23981.6	26867.9	23104	23075.9	22315.4
P11216	P11217;P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	490188	541562	608288	554277	656153	605811	662122	539397	551095	135397	130006	478641	127199	125588	137539	110487	109560	118685
P11217	P11217	PYGM_HUMAN	PYGM	Glycogen phosphorylase, muscle form	6085.39	12570.6	11907.2	9872.28	11166.5	4790.69	4711.92		1486.63			2925.4						
P11233	P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	13553.8	12401.8	13169.4	10812.6	15983.5	14945.1	23473.9	34532.3	33551.7	24294.5	20965	14191.1	25157.8	22889.1	24467.1	20519.8	18589.5	15654.6
P11234	P11233;P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	59480.4	59785.9	78493.9	47145.4	75255.4	70745.6	112834	139524	122624	109721	106784	64318.9	129599	114372	120570	100595	101835	99242.4
P11274	P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein	25055.5	24256.6	24280.7	24625	24995.5	24909.7	20034.7	18349.3	18999.3	26268.5	26711.3	23695	23377.8	26204.3	24693.3	21484.5	20938.4	23847
P11277	P11277	SPTB1_HUMAN	SPTB	Spectrin beta chain, erythrocytic					892.415				13227.2	27562.7	33578.9	12497.6	27248.3	33130.1	29058.5	21901.9	24098.7	28395.5
P11279	P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	15917.4	35028.7	22608.2	26146.3	38826.8	23572.2	216265	322305	298059	135801	143637	9568.52	115905	145784	150585	149918	152522	130192
