Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
P31025	P31025	LCN1_HUMAN	LCN1	Lipocalin-1	601.77	752.553	355.227	764.035	2842.31		106.128	191.999	770.997	873.16	805.343	44.0474						
P31040	P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	967.895	430.65	342.502	646.528	596.675	245.048	180.143	465.357	448.222	1092.07		443.081						
P31150	P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha							687.357					725.771						
P31151	P31151	S10A7_HUMAN	S100A7	Protein S100-A7	2713.11	2264.2	955.572	6323.81	1579.32	6681.87	2037.65	9427.03	7232.83	3957.43	7880.41	4388.76						
P31153	P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2			171.224				140.818	204.442				200.661						
P31483	P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1												145.144						
P31689	P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1							280.942					500.389						
P31930	P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	2218.6	1755.02	2121.15	2666.04	1804.79	2101.24	1192.69	2334.08	1921.36	1867.61	2401	1742.16						
P31939	P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	845.212	358.862	795.078	1784.58	581.876	1059.76	1922.18	720.304	794.095	875.07	837.766	2130.89						
P31942	P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	2532.82	2206.04	1164.27	1273.98	612.965	2447.54	1290.71	2106.23	1578.29	1531.96	1435.66	1024.72						
P31943	P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	1896.91	2019.56	987.396	1362.88	1205.48	2868.22	2604.21	2746.44	1568.89	2086.76	1237.18	2780.55						
P31944	P31944	CASPE_HUMAN	CASP14	Caspase-14	711.293	903.909	881.361	1549.64	22106.9	666.143	296.561	840.989	874.868	801.823	941.224	452.36						
P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	2903.5	2536.57	4531.83	2626.62	1720.16	6015.83	8510.14	1730.18	2473.43	3732.31	2539.96	8088.54						
P31947	P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	706.796		447.959		910.368		967.869	683.13	497.625	892.388	669.307	764.01						
P31948	P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	840.014	1127.35	876.866	635.775		1263.83	2045.88	720.348	347.326	865.008	594.592	1592.14						
P31949	P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1521.82	685.602	1931.58	2120.56	4084.17	3676.65	7771.25	837.889	1574.25	2670.18	1253.54	7107.39						
P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	470.114	361.053	700.122	825.065	59855.7	621.639	38.3705					386.566						
P32322	P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	1053.61		245.605	150.725	182.059	394.399	351.11	621.524	364.139	1107.55		473.804						
P32969	P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	2261.36	2424.74	2126.32	1170.93	1026.57	2978.12	3191.16	1721.95	2067.99	1916.75	1216.32	2292.51						
P33176	O60282;Q12840;P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	863.669	271.018	805.206			577.987	855.484	691.442	867.509		863.539	710.714						
P33240	P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	440.487	898.861			905.086	336.554	264.656	369.883	506.865	215.676		283.14						
P33316	P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial							110.788											
P33527	P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	841.321	1147.5	1628.68	1073.95		1209.14	719.52	615.863	861.935	1553.47	1725.27	783.182						
P33991	P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	376.234					569.29	497.526	334.593	562.769			494.181						
P33992	P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5		408.46	471.242	321.596		985.398	525.849	490.664	381.225	421.321		1287.03						
P33993	P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	849.421	1001.16			432.486	882.109	649.688	400.672	290.822	676.054		1033.61						
P34896	P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	538.403		103.29				386.994				424.836	470.894						
P34897	P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	2999.05	2730.92	2372.37	3443.16	1821.25	1562.91	1599.87	1775.4	2751.63	2695.86	1717.5	1216.31						
P34932	P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	1216.53	1061.09	969.913	388.048	1005.63	1354.58	1856.5	963.721	908.199	1286.11	599.72	1762.96						
P34949	P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase							206.937	179.429				290.115						
P35030	P35030	TRY3_HUMAN	PRSS3	Trypsin-3				117.658	150.797	163.364	131.807		565.536		526.305	106.35						
P35080	P35080	PROF2_HUMAN	PFN2	Profilin-2			871.385	236.721		514.066	522.353	142.152	595.098			1230.72						
P35221	P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	557.913	616.869	345.861	336.376		762.5	421.5	732.15	346.405		613.557	387.226						
P35232	P35232	PHB1_HUMAN	PHB1	Prohibitin 1	5674.6	4437.92	4434.77	6430.13	3976.48	5319.71	3514.79	3990.73	7750.86	5838.25	6653.97	3333.18						
P35241	P35241	RADI_HUMAN	RDX	Radixin	836.336		281.07			200.808	387.667	236.494				389.924						
P35244	P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit			493.119			1085.72	649.701	222.934				985.238						
P35249	P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	371.724								408.851			271.092						
P35268	P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	3409.09	2712.44	1579.85	1012.22	1935.08	4490.61	5199.89	3808.48	3301.93	2146.15	956.027	5360.11						
P35270	P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	522.796	637.995	678.319	559.461	539.325	468.56	647.76	43.5167	375.426	831.614	409.391	453.458						
P35527	P35527;CONT|P35527|K1C9_HUMAN	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	65491.9	55149.6	59583.1	69137.4	2.16797e+06	58701.8	17422.5	33328.3	45421.8	65070.4	60636.4	21379						
P35573	P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme					866.12		75.4401					148.785						
P35579	P35579	MYH9_HUMAN	MYH9	Myosin-9	4221.62	9152.53	5743.77	880.748	3355.55	3508.32	3321.95	4741.53	4926.23	5405.33	1271.14	2434.32						
P35580	P35580	MYH10_HUMAN	MYH10	Myosin-10	848.153	1664.75	1081.46		926.683	944.863	467.685	993.818	856.277	511.163	575.961	405.045						
P35606	P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	948.094		1251.91		9139.58		793.013	568.528	168.159			646.225						
P35613	P35613	BASI_HUMAN	BSG	Basigin	1230.08	2072.87	3310.63	1939.45	961.994	1622.32	1603.65	5045.89	1939.72	2546	1628.07	1202.44						
P35637	P35637;Q92804	FUS_HUMAN	FUS	RNA-binding protein FUS	3950.85		759.724		303.47	4411.54	2413.37	1099.84	435.749	1795.78		3971.08						
P35658	P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	488.771	107.932				431.4	301.917	284.499	90.8034			300.186						
P35659	P35659	DEK_HUMAN	DEK	Protein DEK	989.89	475.711	696.236	539.609	46.6354	1417.59	867.921	935.454		382.052		631.237						
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1					7157.24	525.349	932.806				400.754	277.921						
P35908	P35908;CONT|P35908|K22E_HUMAN	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	102038	90274.4	84859	104799	4.85775e+06	82221.3	26540.7	54841.6	75132.8	102185	99714.3	31799.9						
P35914	P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial			557.563	610.444		157.62	123.156	727.504	258.369		227.508	214.892						
P35998	P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	619.812	936.953	723.478	359.319	412.36	2045.43	1247.39	427.64	575.308	455.588		1159.99						
P36404	P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	956.383		693.934	403.201		770.065	243.049	682.882	326.647			362.464						
P36405	P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3			916.964	271.957		577.552	1054.24		377.999			1669.94						
P36507	P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2			429.555				251.245											
P36542	P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	2262.09	1353.82	1623.68	1948.15	760.922	1357.01	766.434	1727.75	2336.05	2403.68	2405.56	1390.96						
P36543	P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1							556.91	207.671	653.584			305.207						
P36578	P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	4163.1	3407.3	3177.01	3323.51	1546.79	4667.28	4897.57	3011.16	3314.89	3628	1971.81	4122.63						
P36639	P36639	8ODP_HUMAN	NUDT1	Oxidized purine nucleoside triphosphate hydrolase					224.979	435.333	232.207					247.477						
P36776	P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	1302.52	532.604	700.054	1209.41	641.773	812.678	446.166	767.471	753.088	1027.49	899.601	566.374						
P36871	P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	531.575	630.823	685.785	820.228	729.359	500.949	397.028		297.216		192.077	329.662						
P36952	P36952	SPB5_HUMAN	SERPINB5	Serpin B5					897.181													
P36957	P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2226.76	1986.59	1654	1715.45	2140.2	1474.33	1473.08	2031.24	2927.55	3043.69	2358.14	1684.78						
P37108	P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	858.935	1202.45	164.98	1089.11	316.293	1214.94	1450.71	1724.04	641.427	722.773	462.609	1615.47						
P37235;P61601;P84074	P84074;P37235;P61601	HPCA_HUMAN;HPCL1_HUMAN;NCALD_HUMAN	HPCA;HPCAL1;NCALD	Hippocalcin-like protein 1	351.32						443.679	100.06		488.954		109.959						
P37268	P37268	FDFT_HUMAN	FDFT1	Squalene synthase		364.159					135.248		248.118									
P37802	P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	672.853	629.644	617.408	559.109		1270.71	2891.11	667.147	441.94	1063.87	481.847	2550.67						
P37837	P37837	TALDO_HUMAN	TALDO1	Transaldolase	1534.14	913.59	1043.27	1760.57	1316.58	3851.11	5033.99	2336.86	1240.76	1590.3	1681.15	4867.44						
P38117	P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	3851.79	3368.02	4074.8	5646.63	2325.29	1889.65	2271.69	3444.07	7238.31	4542.88	3378.08	2571.83						
P38159	P38159;Q96E39	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	2182.57	2689.46	2451.39	2871.75	1642.61	3244.02	1769.3	3618.21	2635.97	2523.69	2843.74	1325.07						
P38606	P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	596.849	2392.92	863.808		884.687	558.258	611.881	821.141	531.238	850.628	879.807	1155.42						
P38646	P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	7652.57	8121.65	7288.32	8143.36	4662.46	7518.85	3782.7	4363.02	6223.32	8112.22	5788.3	3892.96						
P38919	P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	1318.51	1483.37	1644.89	1748.2	1098.41	1727.7	1198.38	932.207	1141.04	743.225	1279.16	1304.66						
P39019	P39019	RS19_HUMAN	RPS19	40S ribosomal protein S19	1241.48	2239.75	1019.25	1051.95	576.761	2112.41	2713.39	1316.94	1678.83	1591.33	1344.32	2294.76						
P39023	P39023	RL3_HUMAN	RPL3	60S ribosomal protein L3	2042.11	2244.52	1434.43	1135.8	1352.07	3319.28	3650.45	1861.77	2838.91	1659.63	1251.87	4189.63						
P39656	P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	3611.7	3320.99	3829.93	1957.01	3445.69	3107.74	2123.77	5526.07	3905.96	3225.18	4239.41	2691.67						
P39687	P39687;O43423	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1038.89	1277.09	1395.66	918.178	4548.61	3959.87	2848.98	2522.74	673.922	424.135	455.414	2789.12						
P39748	P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1		593.187	548.398		5186.64	1092.99	690.345	791.186				962.271						
P39880;Q13948	Q13948;P39880	CASP_HUMAN;CUX1_HUMAN	CUX1	Homeobox protein cut-like 1				257.342				509.724										
P40121	P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	296.299					204.821	195.537				270.851	298.816						
P40123	P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2							90.7929											
P40227	P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	812.53	1318.74	2029.9	486.304	700.136	1656.33	2849.86	971.674	989.068	1658.04	1771.83	2696.69						
P40261	P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase		1132.48	2316.05				2399.5	258.019		548.799		594.991						
P40429	P40429;Q6NVV1	RL13A_HUMAN	RPL13A	60S ribosomal protein L13a	2280.06	2068.36	2204.68	1804.92	1632.93	3816.37	3560.91	2235.46	1744.37	2118.42	1993.99	3766.04						
P40616	P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	421.328	460.686	669.177		191.76	658.575	919.644	705.8	885.451			523.478						
P40763	P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3						926.522	127.844					126.082						
P40818	P40818	UBP8_HUMAN	USP8	Ubiquitin carboxyl-terminal hydrolase 8							216.344					254.438						
P40925	P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	1849.25	966.405	1141.11	761.996	2209.41	437.077	1436.94	1071.95	408.071	642.473		1345.14						
P40926	P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	6986.11	6270.21	5348.33	6794.85	5736.5	5704.7	3511.14	6228.51	6691.56	6260.14	5380.34	3812.38						
P40939	P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	1349.96	1768.35	1976.16	2276.83	1193.69	1154.87	946.763	1873.57	2892.72	3197.76	2061.13	1195.45						
P41091	P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3		515.801	756.222		519.369	1123.79	681.984	664.934	314.358	639.603		536.17						
P41208	P41208	CETN2_HUMAN	CETN2	Centrin-2			229.495		132.355		193.611					157.714						
P41227	P41227;Q9BSU3	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10						230.072	407.357					388.682						
P41240	P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK							288.84					394.721						
P41250	P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	491.604	711.578	895.691	1064.23	426.636	577.26	1035.36	835.778	376.551	912.648	433.979	910.7						
P41252	P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	949.403	1089.96	1131.46	181.809	398.19	962.67	1459.12	724.624	598.798	782.271	485.111	1324.23						
P42126	P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	260.239	336.114	205.249				219.96	238.97										
P42166	P42166;P42167	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	1764.69	1560.48	861.976	855.933	709.416	974.598	989.24	1347.89	1596.94	1518.95	911.329	1265.95						
P42167	P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	1898.97	1262.49	902.013	727.742	869.543	840.395	916.7	1487.11	1320.34	1155.12	1693.93	796.599						
P42224	P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta			460.964			442.844	487.695	578.874				565.983						
P42285	P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	1370.49	1056.63	341.521	606.373	578.667	516.519	388.934	371.935	697.159	634.092	606.301	378.544						
P42330	Q04828;P42330;P52895	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	6802.75	7202.02	12713.1	6587.26	4984.19	8332.46	25474	4252.14	5497.84	8105.09	6896.83	31997.9						
P42357	P42357	HUTH_HUMAN	HAL	Histidine ammonia-lyase		225.095	127.506	1446.3	26311.8		210.368				179.561							
P42704	P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	4196.61	3032.04	3640.68	3607.93	2424.5	3036.56	1619.67	2160.45	3011.42	3880.64	3500.19	2176.11						
P42765	P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial		980.272	398.714				158.628	126.612	864.718	341.024	326.82	172.678						
P42766	P42766	RL35_HUMAN	RPL35	60S ribosomal protein L35	3922.59	3513.21	3696.75	894.881	1113.63	4799.29	5244.38	3695.42	3618.8	2351.2	1961.11	6171.26						
P43034	P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	501.266				297.849		707.088	437.694	172.151	3253.46		673.345						
P43155	P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	244.047	811.487	372.91	891.454		427.338	267.269	421.811	494.384	463.57	350.831	222.457						
P43243	P43243	MATR3_HUMAN	MATR3	Matrin-3	1766.57	2715.94	1470.62	1922.57	1910.28	1685.78	1304.93	1364.97	1693.61	2120.54	2470.28	1149.08						
P43246	P43246	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	244.502	990.706				558.77	264.988	425.959				422.007						
P43304	P43304	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	372.254			263.171					199.777	486.042								
P43307	P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	1140.17	1065.25	2185.96	1760.09	4725.43	811.702	664.97	2943.63	1257.37	1888.76	2682.21	675.256						
P43353	P43353;P48448	AL3B1_HUMAN	ALDH3B1	Aldehyde dehydrogenase family 3 member B1	296.928	641.459	301.879	211.374		169.787	237.266	168.148	520.7		745.07	155.058						
P43487	P43487	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein		372.703	663.322	492.501		456.07	1379.62					1598.35						
P43490	P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase			586.66	437.47		337.943	444.336	525.652	450.355		548.16	822.945						
P43626	P43626	KI2L1_HUMAN	KIR2DL1	Killer cell immunoglobulin-like receptor 2DL1						191.654	396.473					119.681						
P43686	P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	688.983				556.532	618.494	949.96	301.44	368.553			861.496						
P43897	P43897	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial	195.489			481.304			311.48		341.866	614.414		203.38						
P45880	P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	5204.73	4883.64	4653.81	4708.37	6507.28	9609.36	3545.53	3576.06	5860.28	7897.98	4781.65	3861.02						
P45954	P45954	ACDSB_HUMAN	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	512.78				591.251		312.305		163.597									
P45973	P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	1321.98				594.508	270.277	562.775	486.065				609.126						
P45974	P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	196.979		607.148	210.228	308.691	578.187	539.499	192.913	221.236	937.7		478.241						
P46013	P46013	KI67_HUMAN	MKI67	Proliferation marker protein Ki-67	367.948		1166.66	307.844			384.277			272.012		499.797						
P46060	P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1		497.636		331.128		468.057	256.577	410.66				482.643						
P46063	P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1						1726.12	528.362	642.776				585.606						
P46087	P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	2409.08	2199.24	1862.19	1540.82	1556.44	2048.38	1227.49	1450.21	1780.63	2127.13	1491.21	1216.9						
P46108	P46108	CRK_HUMAN	CRK	Adapter molecule crk						551.808	548.514		206.048			433.592						
P46109	P46109	CRKL_HUMAN	CRKL	Crk-like protein						409.33	210.819					609.908						
P46459	P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	864.208	471.144	693.433	426.283	1053.42	391.125	345.199	357.15	306.825	874.061		291.198						
P46776	P46776	RL27A_HUMAN	RPL27A	60S ribosomal protein L27a	4998.02	5206.08	4431	2368.89	3298.49	7047.73	7102.93	5669.62	5336.48	5828.1	878.092	8098.8						
P46777	P46777	RL5_HUMAN	RPL5	60S ribosomal protein L5	1518.15	426.314	1246.17	706.745	761.722	2156.31	2418.14	956.04	729.787	1531.26	453.822	2759.96						
P46778	P46778	RL21_HUMAN	RPL21	60S ribosomal protein L21	1475.02	798.693	751.982	712.53	1145.76	1180.03	1452.99	357.572	1099.02	1081.31	893.104	1700.22						
P46779	P46779	RL28_HUMAN	RPL28	60S ribosomal protein L28	2637.02	1803.57	1688.56	976.979	705.949	2203.96	2774.41	1517.94	1931.64	1187.83	736.342	2581.35						
P46781	P46781	RS9_HUMAN	RPS9	40S ribosomal protein S9	4728.21	5433.1	5774.93	2174.87	2079.01	6154.16	8238.18	4285.41	4871.06	4337.89	2135.24	8724.58						
P46782	P46782	RS5_HUMAN	RPS5	40S ribosomal protein S5	273.715		656.682		133.183	794.466	770.393	576.229	201.969	611.971		722.744						
P46783	P46783;Q9NQ39	RS10_HUMAN	RPS10	40S ribosomal protein S10	627.632	483.211	828.549		337.05	713.954	1220.55	462.987	653.936	532.469		1497.16						
P46821	P46821	MAP1B_HUMAN	MAP1B	Microtubule-associated protein 1B	935.236	1054.16	571.442		144.876	391.166	1196.89	547.618	694.839	2748.73	267.218	757.591						
P46926	P46926	GNPI1_HUMAN	GNPDA1	Glucosamine-6-phosphate isomerase 1					2953		366.237	183.093				264.315						
P46940	P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	770.181	1055.35	996.784	505.55	599.576	1120.41	826.474	634.092	471.316	840.553	416.623	636.666						
P46977	P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	1429.98	1195.7	924.518	1400.51	957.966	858.049	512.391	1436.04	1514.86	752.541	1298.03	585.904						
P47712	P47712	PA24A_HUMAN	PLA2G4A	Cytosolic phospholipase A2	941.072		611.214	396.927	362.63		430.961	536.241	332.139			316.529						
P47755	P47755	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	1146.24	1420.77	1679.4	1302.6	4321.35	1460.46	1391.1	1238.08	676.327	2210.14	727.201	1308.09						
P47756	P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	1688.22	2027.06	1190.49	807.787	7783.04	1128.42	936.651	760.16	501.111	419.422	288.483	1264.07						
P47895	P47895	AL1A3_HUMAN	ALDH1A3	Aldehyde dehydrogenase family 1 member A3												452.555						
P47897	P47897	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase		1489.1	262.66	695.097		573.948	575.41	500.273	304.986	481.942		529.29						
P47914	P47914	RL29_HUMAN	RPL29	60S ribosomal protein L29	2762.85	1015.41	1039.32	584.142	573.636	3043.4	2896.32	1155.2	1368.95			3154.89						
P47929	P47929	LEG7_HUMAN	LGALS7	Galectin-7	2130.87	1456.32	303.494	410.146	9665.75	1542.9	398.746	634.366	393.588	1620.36	1092.81	180.061						
P48047	P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	2562.46	2701.11	3937.68	4472.69	2680.25	3020.9	2232.34	3506.31	3978.43	4706.41	2805.78	2065.33						
P48059	P48059	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1												144.502						
P48147	P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase						88.8408	426.474					376.372						
P48163	P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	489.973	441.332			2866.26		538.991	223.258				521.979						
P48444	P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta		778.321	614.072			728.069	722.603	257.079			290.222	404.637						
P48506	P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit		477.359	664.394	584.663	149.407	614.597	1078.13				355.419	1334.59						
P48507	P48507	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit		588.051	1412.33	547.373		924.686	1984.65	146.994	445.289	965	1859.96	1982.75						
P48556	P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8		1036.89	1160.54			322.565	1024.93	689.698		555.603		513.133						
