Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10		200.838					184.165		287.934		163.573												266.61	162.845	149.258					
O96005	O96005	CLPT1_HUMAN	CLPTM1	Cleft lip and palate transmembrane protein 1	187.053			120.348		138.59			383.379	521.185	247.806													265.708	214.753	102.021		357.793		
O96008	O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog		339.017	564.374	682.64		489.565	564.64	570.808	859.257	669.712	666.164	611.881	596.616	577.17		600.896		1134.2	854.26	618.286	339.25	787.338	614.813	711.155	645.986	507.182	640.51	507.497	636.179	553.587
O96011	O96011	PX11B_HUMAN	PEX11B	Peroxisomal membrane protein 11B									234.304	203.16	158.939		241.48				183.047	141.919								100.462			151.225	
O96019	O96019;O94805	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A			213.897	292.202		247.241	450.824	297.745		280.341	318.639	229.823	246.259	305.875		352.004			327.663		227.367	284.83	393.844	269.41	221.834	107.688	272.362	492.28	181.286	328.098
O96033	O96033	MOC2A_HUMAN	MOCS2	Molybdopterin synthase sulfur carrier subunit		550.36					774.647	93.5221	474.196	121.814	90.1426	765.414				398.254					235.09	153.759	243.74						187.038	447.732
P00167	P00167	CYB5_HUMAN	CYB5A	Cytochrome b5			179.266					234.492	345.017			265.562		100.231		53.4809		207.17			210.838		131.511		214.84				1351.49	
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	13368.8	28839.2	26682	10563.7	11085.4	24469	18934.3	42999.1	6582.11	4454.34	22442.8	18354.3	21244.2	15651.1	10257.8	17508.7	11750.6	4927.28	8083.71	8948.87	32353.6	12363.8	27952.6	23282.4	11987.4	6565.83	14644.1	16567.3	20164.8	19598.7
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1		473.369			412.534	122.324		140.591			125.604				645.805				293.286		399.731	54.6938					167.345		316.967	185.63
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	"Glutamate dehydrogenase 1, mitochondrial"	250.708	736.056	853.481	1112.38	329.43	934.59	1971.1	1265.04	1895.36	2165.65	1440.23	1206.61	1343.09	1292.89		1632.18	533.15	1982.88	1895.18	1868.4	1129.01	1086.83	1111.14	1113.06	1911.3	2028.64	1459.41	2128.96	1542.14	1490.83
P00374	Q86XF0;P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase			435.736																											
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3		731.8	349.658	612.886	659.029	749.835	811.746	1051.71	1131.81	1304.05	868.912	768.697	967.552	887.103	764.374	807.509	234.664	1159.81	635.131	1004.48	1493.34	755.22	622.708	650.456	807.476	1807.97	630.452	670.972	649.685	232.015
P00390	P00390	GSHR_HUMAN	GSR	"Glutathione reductase, mitochondrial"								188.172				153.179	402.189	263.01		288.392					325.428	145.128	323.001	179.901			418.351		252.152	464.889
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2		245.305	213.277	870.595		668.076	868.672	399.616	482.381	988.346	543.642	588.129	710.555	793.544	224.744	576.835	1030.62	1204.91	85.5466	259.325	104.864	422.033	172.655	90.1336	417.822	265.562	372.597	167.828	327.648	516.114
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	1356.87	410.616	454.985	449.634	342.388	256.387	538.42	326.794	402.598	148.304	130.685	340.656	61.6743	494.406	1017.55	457.905	605.515	400.834	662.902	237.479	138.591	446.044	217.373	479.869	176.992	668.368	270.812	745.926	278.944	331.965
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	803.603	678.94	719.461	468.326	1044.2	526.24	689.836	397.983	201.235	370.45	507.332	663.176	613.446	417.202	865.205	728.654	1118.27	218.563	675.603	366.581	345.611	713.815	627.021	531.706	238.157	456.195	623.415	758.592	195.611	387.67
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase		399.416	456.264		206.715	220.744	355.793	466.479		184.72	272.967	273.33	375.23	178.277		371.926	661.63		270.233	380.877	253.066	538.843	233.782	430.232	212.766	228.942	315.449	481.809	293.741	519.437
P00505	P00505	AATM_HUMAN	GOT2	"Aspartate aminotransferase, mitochondrial"	684.281	162.519	205.188		532.901	453.953	100.713	277.267	445.625	542.565	340.449	261.689	101.5	84.4775	697.168	508.442	288.158	290.653	261.252	153.52	166.239	312.85	132.327	309.065	339.564	291.702	232.825	266.611	302.763	392.694
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor			315.513	151.158		303.359																	158.874		166.212					129.194
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	3574.03	8020.12	4786.45	2750.18	3222.8	5380.21	3856.33	8176.53	1751.04	1262.89	6042.31	3872.96	4779.04	3261.5	2754.41	2887.54	2628.14	1150.14	1830.63	1351.43	5854.36	5446.94	6760.58	4528.26	2453.9	1474.9	3772.06	3362.31	4507.32	3664.74
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	374.656	768.527	195.807			701.635	1028.01	500.699	393.803	240.301	694.465	438.649	600.734	460.209	567.791	1055.09			379.365	799.53	667.668	580.515	709.651	913.626	418.482	397.533	369.46	556.84	1273.79	386.482
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a		227.796	423.547	230.818		368.53	712.953	327.635	337.795	678.068	310.93	352.951	351.483	587.206		382.104		615.168	372.774	1142.47	273.004	640.067	270.124	341.927	636.903	584.827		360.826	302.645	341.371
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2						457.226									340.268		85.9275				52.2165				412.63			352.965	58.4589	305.699
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase															214.588										239.481					
P01011	P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin		687.311	564.495		354.747	426.164	373.548	598.152	152.42	519.399	321.32	320.972	177.978	266.243	537.379		217.23	473.934	601.675	898.841	642.971	339.718		463.353		552.511	768.776			370.963
P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin							198.806	769.747	106.366		455.392	503.757	136.194	544.943		205.259								128.523	153.983	994.3		349.5	333.18	
P01111	P01112;P01111	RASN_HUMAN	NRAS	GTPase NRas		963.485	734.052	755.033	680.593	721.464	1064.08	691.94	826.63	1035.4	696.875	1033.75	894.442	899.957		1149.46		851.545	972.846	514.723	731.556	726.346	804.85	908.077	897.253	763.411	652.407	946.536	1082.53	1048.29
P01130	Q14114;P01130	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor													104.941							660.643	158.736		119.284		110.941	157.729				240.303
P01834	P01834	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant					225.655	135.189							134.973	181.949					491.64	365.525	441.359	256.364	278.804	350.396					131.078	169.348
P01857	P01857	IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1	8684.89	6035.06	3484.75	4645.17	6710	4615.75	3449.44	2565.49	3856.45	3264.7	1791.42	3375.44	2259.22	3859.07	7787.55	3624.27	7778.89	2700.25	7936.19	7091.41	6339.92	6180.34	4517.54	5291.63	3207.21	5257.36	4442.33	3838.46	2791.01	3488.24
P01889	P10321;P01889	HLAB_HUMAN	HLA-B	"HLA class I histocompatibility antigen, B alpha chain"			217.951															212.431					62.639				121.467			
P01911	P01911;P13762	DRB1_HUMAN	HLA-DRB1	"HLA class II histocompatibility antigen, DRB1 beta chain"										400.311																				154.219
P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain	1101.16	567.776	621.473	483.53	1152.22	452.477	910.287	615.557	389.163	442.111	1342.67	1254.37	906.453	860.328	1079.53	3196.92	1416.54	1773.97	828.894	725.258	690.467	720.397	500.397	373.964	397.082	2380.13	1176.15	1318.99	726.146	487.496
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain	1880.17	369.001	1332.68	279.048	451.833		74.9985										308.588													
P02533	P02533;CONT|P02533|K1C14_HUMAN	K1C14_HUMAN	KRT14	"Keratin, type I cytoskeletal 14"	40842.7	24281	21754.9	32678.5	32219.7	18263.9	24747.3	16189.8	26924.2	21050.9	17186.5	27927.9	28491	25632	39981.2	24524.3	46677	32990.3	30790.1	32075.4	20535.7	31175.2	18647.3	25212.3	22999.3	29098.5	24013.2	27191.5	18598.8	18246
P02538	O95678;P48668;P02538;CONT|O95678|K2C75_HUMAN;CONT|P02538|K2C6A_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6A_HUMAN	KRT6A	"Keratin, type II cytoskeletal 6A"	58770.9	32897.3	31790.1	44268.2	43719.8	25338.5	32143.8	23672.9	37422.7	28710.8	23775.8	39117.6	33307.9	37793	57129.9	33886.6	64196.4	45751.4	50255.4	47080.9	26773.4	34810.3	25616.8	35450.3	27720.7	38868.9	35761.8	36537.2	23604.5	26155.9
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	2741.16	2002.41	3242.24	4822.15	2388.49	5578.5	8699.25	5079.71	8772.04	9894.29	5054.12	6568.9	6524	6711.69	2484.94	7121.68	2782.18	9427.62	6903.34	9386.02	1698.84	4595.82	4666.66	5544.97	5492.54	10871.8	5667.39	7895.27	6430.56	4690.23
P02751	P02751	FINC_HUMAN	FN1	Fibronectin		1217.08	1435.32	1029.09	2289.56	2233.96	451.861	932.265	505.322		741.8	415.358		717.756		887.628		237.899		628.335	554.078		870.835	535.447	549.661	1086.34	519.724	477.914	891.695	288.285
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1		167.837	599.287	333.606	296.257	514.793	274.067	218.887	381.8	428.275	357.586	482.878	131.487	474.33		268.775		574.372	423.454	292.823	566.985	658.307	518.405	279.391	669.669	705.003	548.438	347.574	252.572	163.904
P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain			231.915			231.053		144.375		58.6944									53.3494	307.597						99.2893	160.167			
P04040	P04040	CATA_HUMAN	CAT	Catalase	2139.51	960.799	1239.55	829.562	1752.1	1162.08	1188.16	788.822	1333.84	1029.25	877.609	1419.33	1336.49	1495.31	1834.3	1337.52	1780.63	1606.67	1635.04	1679.04	947.55	2797.25	1088.65	1055.68	736.193	1284.3	1096.54	1684.79	643.634	903.667
P04062	P04062	GLCM_HUMAN	GBA	Lysosomal acid glucosylceramidase	777.146	313.966	195.931	242.78	766.239	265.914	462.847	499.877	458.937	385.672	267.637		558.858	347.91	411.576	553.874	679.077	546.872	502.333	516.092	213.984	786.741	341.354	508.989	448.647	737.169	269.897	461.24	473.456	196.942
P04066	P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase					337.216			124.715					163.049	102.965	434.597				254.182											
P04075	P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	3358.04	6194.81	6519.31	2931.66	3473.09	5028.18	5815.45	7046.51	1895.01	1592.44	6459.86	5237.61	5754.23	4636	3029.48	4195.79	3550.59	1766.32	1930.54	2173.54	7117.55	5792.97	6019.73	5944.72	2650.59	2196.17	3727.64	4476.23	5306.43	4950.69
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B	812.933	230.461	234.717	338.654	569.037	281.827	239.156	259.306			423.329		312.054	651.511		272.369		380.462	533.431	359.994	480.168	352.82	763.749	372.702	482.4	186.988	165.25	520.5	367.908	391.536
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	3103.83	8511.78	3890.39	1850.88	2219.62	3416.24	2480.56	3823.06	1661.63	921.053	2869.71	2046.91	5313.77	2479.56	2995.54	3484.63	2875.2	974.449	2042.87	1478.44	7706.37	3155.27	5260.81	2930.57	1931.74	1331.24	3151.88	3127.18	3636.82	6133.04
P04114	P04114	APOB_HUMAN	APOB	Apolipoprotein B-100		252.098	147.345	400.445		272.567				130.459	149.57																			
P04179	P04179	SODM_HUMAN	SOD2	"Superoxide dismutase [Mn], mitochondrial"		643.52	89.1838	479.698		311.967	280.154	456.12	65.7063	215.67	123.911		530.107	155.944		122.579		559.808	846.098	530.377	250.884	290.602		372.978	243.208	397.949	256.819	484.249	278.412	189.749
P04181	P04181	OAT_HUMAN	OAT	"Ornithine aminotransferase, mitochondrial"		218.115		229.685		174.379	189.42	371.038		329.363	317.04	212.601	340.37	243.813		222.49		290.829		323.18			330.96	196.381	210.403	234.369	227.587			352.775
P04216	P04216	THY1_HUMAN	THY1	Thy-1 membrane glycoprotein		67.5412			477.097	119.619		166.394	589.53		99.9028						506.136								611.477	150.135				
P04259	P48668;P04259;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6B_HUMAN	KRT6B	"Keratin, type II cytoskeletal 6B"	25467	14228.6	14599.6	18257.2	16966.8	9923.03	13567.8	9274.56	16864.4	11583.8	10437.7	15244.9	14432.1	14804.4	21872.6	14382.8	23350.8	17664	21691.7	18471.5	11341.9	15581.2	11979.5	16151.6	9070.84	15606.5	12325.3	14902.4	10628.6	10941
P04264	P04264;P04259;CONT|P04259|K2C6B_HUMAN;CONT|P04264|K2C1_HUMAN	K2C1_HUMAN	KRT1	"Keratin, type II cytoskeletal 1"	939248	497151	463489	636628	624726	349312	483484	340571	579015	421895	346644	556641	528082	523627	860642	514794	949290	658844	651319	655571	393251	651239	371880	512138	278131	577607	499553	589587	347429	381144
P04406	P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	33162.8	47712.9	43860.9	22225.8	26068.1	30502.3	46048.5	57981.2	15550.4	13217.4	44943.2	37733.5	36687.3	35962.2	28014.5	35928.2	25733.3	17225.9	17113.8	17259.6	53371.1	40423.1	35720.9	31754.3	17943.1	25990.3	33156.7	34267.2	36431.7	34284.7
P04424	P04424	ARLY_HUMAN	ASL	Argininosuccinate lyase												200.181				220.514													197.612	
P04439	P30511;P01893;P04439;P10321	HLAA_HUMAN	HLA-A	"HLA class I histocompatibility antigen, A alpha chain"			204.368		689.642	67.1653	233.6	236.017	192.489	497.139	67.7649		235.848		407.084	115.021	951.338	279.237	288.563	71.2292	486.869	177.293	298.984	458.546	210.796	272.839		318.703	85.2439	
P04632	Q96L46;P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	1288.18	642.86	911.856	520.461	665.151	734.539	1123.9	844.116	164.251	217.913	953.243	1531.33	1046.11	721.967	251.104	784.003	697.777	339.097	456.853	404.157	403.354	1044.88	381.974	732.361	238.509	509.862	695.509	801.924	376.066	894.555
P04792	P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	8993.46	14333	8183.42	7641.28	8178.85	6501.13	7204.14	10139.1	3833.79	3179.5	6431.31	4474.21	7702.7	5609.82	8777.02	5206.56	11987.8	4595.83	6218.85	4144.14	17398.4	6620.11	9668.78	3847.2	8349.92	4324.27	3861.11	5924.36	4174.33	7147.27
P04843	P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	386.476	1102.64	1544.23	1780.69	2103.79	2207.76	1792.09	1975.18	3080.31	2859.05	1857.34	1704.47	1975.27	2218.62	1223.17	1981.93	1318.01	2348.34	1676.09	1697.61	1932.37	1431.37	1708.89	1599.81	2688.38	3255.23	1632.58	1974.76	1841.83	1517.09
P04844	P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	248.368	542.342	684.589	933.425	1706.79	1317.47	657.947	1277.14	1388.87	1096.68	1161.78	1058.84	1393.83	1115.46	1222.28	1027.23		968.368	908.957	575.014	1129.59	635.939	1198.87	767.381	1524.93	1916.79	921.421	902.489	1209.29	812.842
P04899	P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	867.818	3390.63	1385	1100.9	3804.77	1223.15	1054.89	1686.59	2045.84	1077.64	1657.25	972.179	1166.76	962.014	837.301	1926.74	715.161	1420.82	1689.47	1543.35	3236.81	1148.36	1787.76	1151.61	2186.79	1267.59	1651.94	1108.32	1561.33	1313.82
P04908;Q7L7L0;Q93077	Q93077;Q7L7L0;P04908	H2A1B_HUMAN;H2A1C_HUMAN;H2A3_HUMAN	H2AC4;H2AC6;H2AW	Histone H2A type 1-B/E			95.6717	235.159		173.391	396.383	152.16				147.905		260.465		289.626		54.6514		738.825	191.617			189.432	279.738	721.363	433.857	520.756	249.105	138.268
P05023	P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	659.499	1310.02	1030.04	904.228	2844	750.123	610.859	1096.69	1255.26	1039.76	917.404	652.56	1112.56	764.605	791.315	750.037		857.32	1217.89	970.298	1075.7	962.741	798.772	853.603	871.511	1028.43	548.805	496.282	665.346	1361.83
P05026	P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1																			296.076		262.336			426.588	239.267					
P05089	P05089	ARGI1_HUMAN	ARG1	Arginase-1	2695.38	2133.31	1460.36	2186.07	2064.9	1249.1	937.81	1415.01	2191.78	1245.68	1017.33	2012.8	1743.47	1850.39	2126.37	1089.41	3181.72	2012.82	2918.85	2900.92	1491.66	2182.79	1485.78	1674.8	1081.82	1882.51	2252.61	1626.28	1188.52	1428.87
P05091	P05091	ALDH2_HUMAN	ALDH2	"Aldehyde dehydrogenase, mitochondrial"	360.376	469.203	303.718	615.386	275.058	283.261	969.73	372.694	1286.64	1170.7	885.631	734.376	1030.58	634.732	388.158	754.611	700.196	885.202	1060.39	919.428	423.105	589.361	405.452	499.167	983.147	670.147	716.812	669.571	659.659	496.177
P05106	P05106	ITB3_HUMAN	ITGB3	Integrin beta-3												212.671				112.142							193.893		40.9069				225.663	
P05109	P05109	S10A8_HUMAN	S100A8	Protein S100-A8	7833.89	4810.16	4492.52	4425.21	6289.5	5402.5	4339.3	2732.55	4145.47	2943.71	3038.91	3798.04	3276.76	3707.21	7476.61	3926.31	8821.98	4448.99	7343.59	7623.01	5305.7	4998.76	4685.52	6066.58	3181.58	5810.74	5533.14	3475.45	3399.46	3685.86
P05114	P05114	HMGN1_HUMAN	HMGN1	Non-histone chromosomal protein HMG-14			209.125	128.894		260.04	278.461				190.147	436.381	706.854	229.324		329.839			341.063				114.632		274.879					
P05121	P05121	PAI1_HUMAN	SERPINE1	Plasminogen activator inhibitor 1		188.341	190.218	86.6251	703.256	535.856	85.2489	145.538	271.453	271.471	228.294	69.7406								278.009	179.119		215.86			84.2325				
P05141	P05141;P12236;Q9H0C2;P12235	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	1858.18	1917.93	2955.03	3790.94		3762.65	5913.64	5153.84	5681.86	7148.78	3917.79	4285.98	4150.87	3815.34		4552.49	2573.98	6365.25	5592.39	7721.84	3106.6	4478.86	4809.36	4743.57	5386.19	4147.89	4849.09	5105.24	3672.64	3809.27
P05161	P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15																					72.2135				85.5022					
P05165	P05165	PCCA_HUMAN	PCCA	"Propionyl-CoA carboxylase alpha chain, mitochondrial"							215.719			481.151			224.89	188.281		286.653			290.657			186.879	159.156		105.846					118.11
P05166	P05166	PCCB_HUMAN	PCCB	"Propionyl-CoA carboxylase beta chain, mitochondrial"							270.276	295.738	404.58		303.39		216.748	289.543		142.175		214.771	544.834	173.368			136.377	88.1736	256.709	1221.38	386.921		132.283	77.7174
P05186	P05186	PPBT_HUMAN	ALPL	"Alkaline phosphatase, tissue-nonspecific isozyme"		308.245			470.461	183.318		317.001	240.042												156.768			246.859				141.228	102.758	
P05198	P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1		958.898	1342.83	817.657		706.66	558.054	927.543	316.178	113.922	910.38	1523.61	1197.41	1191.22	553.04	1167.17	321.337		931.632		616.313	728.42	894.633	1103.59	1010.5	273.841	816.963	938.271	889.272	892.141
P05204	P05204	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17			824.006	604.164		333.793	571.555	712.881	473.69	332.954	742.158	370.566	849.854	533.763		950.945			352.827			588.012	531.796	397.743	438.45	212.646	310.093	729.765	397.625	729.405
P05386	P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1	536.301	1467.84	1683.78	1884.22	814.826	2089.05	749.287	1173.02		381.695	1438.29	1006.8	1144.85	1231.47	554.426	842.802	1387.53		2354.96	297.793	1281.67	2143.33	2331.78	1398.26	889.342	428.181	2104.63	1091.76	857.222	1394.15
P05387	P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	2629.55	3440.83	6354.16	5873.9	2328.77	4708.16	3473.97	4599.68	1856.31	1296.9	3635.94	3706.14	3418.82	4265.26	1407.17	2785.87	1819.67	817.212	4236.8	1224.92	2563.7	2764.12	3612.48	3483.85	3342.48	1412.15	4050.58	4235.3	3157.01	4354.6
P05388	Q8NHW5;P05388	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0	1989.34	3173.3	3977.93	5179.76	1508.29	4999.34	2570.69	3914.95	1094.35	930.613	3604.42	3790.73	3013.48	3484.35	990.908	3761.39	2078.84	893.32	3920.15	639.703	4791.38	2794.12	4608.26	4058.61	4144.86	1174.54	4135.03	3791.7	2852.17	4255.97
P05455	P05455	LA_HUMAN	SSB	Lupus La protein	663.555	197.487	514.217	234.194	437.596	335.453	841.638	468.049	564.513	81.3214	656.381	609.877	647.433	437.461	1263.84	358.757		236.679	367.652		260.605	357.596	729.036	441.548	244.828		751.424	371.672	547.833	473.4
P05556	P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	482.609	2383.41	1804.61	1474.16	3792.56	3106.01	1270.21	1158.88	1550.28	1639.2	1061.03	833.617	1030.01	989.026	763.976	875.727	914.913	611.536	906.543	1117.19	2184.41	1269.2	1323.18	620.156	1813.51	1273.6	794.311	1152.83	713.948	604.486
P05783	P05783;CONT|P05783|K1C18_HUMAN	K1C18_HUMAN	KRT18	"Keratin, type I cytoskeletal 18"		3062.92	428.401	353.38	227.076	376.24	1293.85	243.393	8061.85	1083.47	653.007	598.315	706.128	417.142	247.456	761.162		2113.8	1014.02	5329.74	1641.07	699.734	2661.98	445.118	1669.91	894.635	1080.76	2147.54	522.825	379.493
P05787	P05787;CONT|P05787|K2C8_HUMAN	K2C8_HUMAN	KRT8	"Keratin, type II cytoskeletal 8"		244.617	201.239	138.348					688.998	259.057	141.19	115.635	190.139					181.332	230.579	334.7	373.514	476.14	259.83		394.776	270.517	329.994	322.344		
P05937	P22676;P05937	CALB1_HUMAN	CALB1	Calbindin				294.868								146.868								174.952			52.3928	299.321						
P05976;P08590	P05976;P08590	MYL1_HUMAN;MYL3_HUMAN	MYL1;MYL3	"Myosin light chain 1/3, skeletal muscle isoform"	1174.9	8714.12	7200.93	3809.75	4273.04	6961.19	7393.51	6174.63	2602.24	1028.92	8157.93	7905.79	4554.37	6215.87	2415.55	6753.04		1230.97	3652.9		5609.18	7766.21	7879.3	7630.85	8160.17	1457.21	23487.3		10685.6	
